iso3_alpha,iso_num,country,year,GDP_per_capita_PPP_constant_2011_international,GDP_PPP_current_international,GDP_PPP_constant_2017_international,GDP_per_capita_PPP_current_international,GDP_per_capita_PPP_constant_2017_international,GDP_current_LCU_,GDP_current,GDP_growth_annual,GDP_constant_2005,Coal_rentsof_GDP_,Inflation_GDP_deflator_annual,Inflation_GDP_deflator_linked_series_annual,GDP_deflator_base_year_varies_by_country_,GDP_deflator_linked_series_base_year_varies_by_country_,Forest_rentsof_GDP_,Mineral_rentsof_GDP_,GDP_current_US_,GDP_deflator_index_2000_100_US_series_,GDP_linked_series_current_LCU_,GDP_deflator_period_average_LCU_index_2000_100_,GDP_constant_2015_US_,GDP_growth_annual1,GDP_constant_LCU_,GDP_deflator_end_period_base_year_varies_by_country_,Natural_gas_rentsof_GDP_,GDP_per_capita_current_US_,GDP_per_capita_current_LCU_,GDP_per_capita_constant_2015_US_,GDP_per_capita_growth_annual,GDP_per_capita_constant_LCU_,GDP_per_capita_PPP_annual_growth,Oil_rentsof_GDP_,GDP_current_US_millions_seas_adj_,GDP_current_LCU_millions_seas_adj_,GDP_constant_2010_US_millions_seas_adj_,GDP_constant_2010_LCU_millions_seas_adj_,PPP_conversion_factor_GDP_LCU_per_international,Price_level_ratio_of_PPP_conversion_factor_GDP_to_market_exchange_rate,PPP_conversion_factor_private_consumption_LCU_per_international,gdp,pop
MMR,104,Myanmar,1983,NA,NA,NA,NA,NA,49822998500,NA,NA,NA,0.053798178,1.957338816,NA,0.58379538,NA,16.63828145,0.609129208,1381573615,NA,NA,NA,6996435938,4.39109268,8.53e+12,NA,0.465055774,39.0007734,1406.465391,197.5040704,2.382274472,240917.5269,NA,14.90691889,NA,NA,NA,NA,NA,NA,NA,14306008421,35424262
MMR,104,Myanmar,1984,NA,NA,NA,NA,NA,53596999700,NA,NA,NA,0.047294694,2.517888846,NA,0.598494698,NA,11.18273235,0.765167485,1304063253,NA,NA,NA,7341551094,4.932728026,8.96e+12,NA,0.76359802,36.06385773,1482.224553,203.0305306,2.79814998,247658.7606,NA,16.64821853,NA,NA,NA,NA,NA,NA,NA,15011684908,36159838
MMR,104,Myanmar,1985,NA,NA,NA,NA,NA,55988998100,NA,NA,NA,0.060376291,1.567250834,NA,0.607874612,NA,12.04296408,0.83053188,1478908173,NA,NA,NA,7550858733,2.851000239,9.21e+12,NA,1.227579812,40.09943796,1518.097875,204.7356264,0.839822401,249738.6544,NA,15.83080063,NA,NA,NA,NA,NA,NA,NA,15439668081,36881020
MMR,104,Myanmar,1986,NA,NA,NA,NA,NA,59028000800,NA,NA,NA,0.028384094,6.55450969,NA,0.647717812,NA,14.14002254,0,1582873750,NA,NA,NA,7471019822,-1.057348757,9.11e+12,NA,2.128548229,42.12869761,1571.049362,198.8436127,-2.877864425,242551.5145,NA,5.053886932,NA,NA,NA,NA,NA,NA,NA,15276416942,37572340
MMR,104,Myanmar,1987,NA,NA,NA,NA,NA,68698001400,NA,NA,NA,0.002687884,21.23842152,NA,0.785282851,NA,16.97916491,0.032534772,1562448077,NA,NA,NA,7171758277,-4.005631786,8.75e+12,NA,2.156882691,40.86629583,1796.816733,187.5794785,-5.664820723,228811.406,NA,6.7150211,NA,NA,NA,NA,NA,NA,NA,14664499929,38233171
MMR,104,Myanmar,1988,NA,NA,NA,NA,NA,76243009500,NA,NA,NA,0.012551995,25.19562117,NA,0.983139743,NA,16.9460651,3.485030881,1541088312,NA,NA,NA,6357588760,-11.35243948,7.76e+12,NA,1.737392102,39.64900708,1961.574557,163.5675773,-12.80092116,199521.4383,NA,3.893516382,NA,NA,NA,NA,NA,NA,NA,12999721450,38868270
MMR,104,Myanmar,1989,NA,NA,NA,NA,NA,1.25e+11,NA,NA,NA,0.016665392,57.68447809,NA,1.550258773,NA,15.13835087,0.145381994,2013448229,NA,NA,NA,6592520573,3.695297423,8.04e+12,NA,1.65433377,50.98703095,3156.947017,166.9439749,2.064221759,203640.0033,NA,4.251716439,NA,NA,NA,NA,NA,NA,NA,13480099822,39489419
MMR,104,Myanmar,1990,NA,17563520317,30871439712,437.9979078,769.8699213,1.52e+11,NA,NA,NA,0.019379172,18.53959537,18.53959537,1.837670477,1.837670477,18.74953048,0.064954527,2115193513,NA,1.52e+11,NA,6778227479,2.816933273,8.27e+12,NA,1.82653977,52.74855591,3789.104582,169.0349885,1.252524145,206190.6435,NA,4.862979158,NA,NA,NA,NA,8.650965026,0.120431068,7.666212413,13859825239,40099553
MMR,104,Myanmar,1991,NA,18039349767,30670584905,443.4393661,753.9376366,1.87e+11,NA,NA,NA,0.016761764,23.74884473,23.74884473,2.274095985,2.274095985,20.36371457,0.229662561,2069832687,NA,1.87e+11,NA,6734127185,-0.650616909,8.21e+12,NA,1.395717692,50.8801762,4591.935902,165.5368474,-2.069477487,201923.5745,NA,2.874575886,NA,NA,NA,NA,10.35527347,0.114739872,9.728266824,13769650872,40680533
MMR,104,Myanmar,1992,NA,20232926691,33633652463,490.6401484,815.6022353,2.49e+11,NA,NA,NA,0.007847793,21.7454654,21.7454654,2.768608741,2.768608741,24.87362848,0.169814786,2411552289,NA,2.49e+11,NA,7384707337,9.660942453,9.01e+12,NA,1.430380344,58.47915089,6047.718874,179.0761148,8.179005232,218438.9143,NA,2.88692307,NA,NA,NA,NA,12.32618018,0.119189494,11.51138336,15099928919,41237813
MMR,104,Myanmar,1993,NA,21963426392,35664926710,525.5879119,853.4667599,3.6e+11,NA,NA,NA,0.000846272,36.24942844,36.24942844,3.772213585,3.772213585,16.47573995,0.072111322,3163020035,NA,3.6e+11,NA,7830700107,6.039410227,9.55e+12,NA,1.443738765,75.69151852,8622.52551,187.3897654,4.642523392,228579.992,NA,2.092656398,NA,NA,NA,NA,16.40548672,0.144013051,14.74055115,16011875571,41788302
MMR,104,Myanmar,1994,NA,24109873842,38331935078,569.4737882,905.3980298,4.73e+11,NA,NA,NA,0.000704074,22.08015049,22.08015049,4.605124022,4.605124022,14.2340083,0.117651545,4432257174,NA,4.73e+11,NA,8416276600,7.477958358,1.03e+13,NA,1.564397199,104.6896512,11166.89616,198.7919534,6.08474429,242488.5,NA,1.310824573,NA,NA,NA,NA,19.60914865,0.183835768,17.82799059,17209236958,42337109
MMR,104,Myanmar,1995,NA,26325672249,40995257644,613.935589,956.0419734,6.05e+11,NA,NA,NA,0.002267008,19.60084363,19.60084363,5.50776718,5.50776718,16.64243709,0.182096422,5289174943,NA,6.05e+11,NA,9001043827,6.948051437,1.1e+13,NA,1.460706982,123.3477612,14102.76066,209.9114922,5.593555752,256052.2294,NA,0.780035741,NA,NA,NA,NA,22.97107532,0.200913196,21.71062734,18404943594,42880186
MMR,104,Myanmar,1996,NA,28534772833,43636465399,657.1294096,1004.907413,7.92e+11,NA,NA,NA,0.000887108,23.03749309,23.03749309,6.776618663,6.776618663,14.78754842,0.074879657,6123556717,NA,7.92e+11,NA,9580955459,6.442715347,1.17e+13,NA,1.410367527,141.0198439,18238.56643,220.6405371,5.111223232,269139.6304,NA,0.71492726,NA,NA,NA,NA,27.75490818,0.214599806,24.52523338,19590721719,43423369
MMR,104,Myanmar,1997,NA,30667316091,46102616444,697.427545,1048.452839,1.12e+12,NA,NA,NA,0.000460922,33.79422446,33.79422446,9.066724385,9.066724385,12.9279353,0.058469241,4722288496,NA,1.12e+12,NA,10122431106,5.651582963,1.23e+13,NA,1.407411744,107.3929672,25459.56129,230.2015036,4.333277384,280802.1972,NA,0.688794026,NA,NA,NA,NA,36.5049552,0.153984407,31.08194937,20697907611,43972046
MMR,104,Myanmar,1998,NA,32831204102,48807094193,737.5116287,1096.389868,1.61e+12,NA,NA,NA,0.001140945,35.82523976,35.82523976,12.31490013,12.31490013,12.64441371,0.075285709,6459461639,NA,1.61e+12,NA,10716234491,5.866213153,1.31e+13,NA,1.447657622,145.103666,36161.58932,240.726704,4.572168406,293640.9465,NA,0.483602928,NA,NA,NA,NA,49.03189036,0.196747631,46.36556061,21912090989,44516185
MMR,104,Myanmar,1999,NA,36940066206,54149094093,820.131538,1202.200872,2.19e+12,NA,NA,NA,0.002206624,22.64049005,22.64049005,15.10305387,15.10305387,7.201000312,0.193560297,8486832801,NA,2.19e+12,NA,11889140285,10.94512998,1.45e+13,NA,1.274868619,188.4219481,48628.78427,263.9588909,9.650855735,321979.8106,NA,0.622091053,NA,NA,NA,NA,59.29388398,0.229746009,53.72185865,24310398871,45041636
MMR,104,Myanmar,2000,NA,42969607733,61592390964,943.5920431,1352.53946,2.55e+12,NA,NA,NA,0.011343046,2.461773988,2.461773988,15.47485693,15.47485693,6.053382035,0.210015668,8905066164,NA,2.55e+12,NA,13523413252,13.74593056,1.65e+13,NA,3.242438467,195.5509957,56056.7853,296.9676898,12.50528018,362244.2881,NA,1.328477705,NA,NA,NA,NA,59.40786139,0.207241039,51.91027694,26704595288,45538332
MMR,104,Myanmar,2001,NA,48921379072,68579429990,1063.165578,1490.376819,3.55e+12,NA,NA,NA,0.075805186,24.84446478,24.84446478,19.3195023,19.3195023,7.942132078,0.157996864,6477790688,NA,3.55e+12,NA,15057508855,11.34399707,1.84e+13,NA,6.675848659,140.7761639,77115.84523,327.2316808,10.19100463,399160.6203,NA,0.9786584,NA,NA,NA,NA,72.53418173,0.132412267,61.13620912,29722209525,46014826
MMR,104,Myanmar,2002,NA,55656083940,76826458557,1197.414125,1652.884647,5.63e+12,NA,NA,NA,0.015269688,41.508928,41.508928,27.33882061,27.33882061,8.781421617,0.167467305,6777632512,NA,5.63e+12,NA,16868251605,12.02551343,2.06e+13,NA,7.088267008,145.8175339,121024.6744,362.9123953,10.9038081,442684.3283,NA,1.349493355,NA,NA,NA,NA,101.0716943,0.121777028,94.53012401,33288866987,46480230
MMR,104,Myanmar,2003,NA,64612058191,87462311090,1376.942604,1863.902586,7.72e+12,NA,NA,NA,0.019474262,20.49653941,20.49653941,32.94233274,32.94233274,10.5765205,0.171509031,10467109978,NA,7.72e+12,NA,19203491833,13.84399689,2.34e+13,NA,8.048698676,223.0637759,164448.2145,409.2441379,12.76664647,499200.2715,NA,1.367740974,NA,NA,NA,NA,119.4299704,0.161999328,126.2523804,37882740087,46924293
MMR,104,Myanmar,2004,NA,75349622678,99326277632,1591.721509,2098.215848,9.08e+12,NA,NA,NA,0.125285309,3.601128079,3.601128079,34.12862834,34.12862834,8.471876078,0.380102975,10567354056,NA,9.08e+12,NA,21808380519,13.56466162,2.66e+13,NA,8.142143325,223.229847,191787.6328,460.6906724,12.57111093,561955.2914,NA,1.745053333,NA,NA,NA,NA,120.4906963,0.140244286,128.5357276,39019212260,47338446
MMR,104,Myanmar,2005,NA,88256902158,1.13e+11,1849.300795,2363.647165,1.23e+13,NA,NA,NA,0.092381578,19.1635299,19.1635299,40.66887824,40.66887824,5.960175528,0.547781795,11986972419,NA,1.23e+13,NA,24767548772,13.56895002,3.02e+13,NA,9.266764674,251.170357,257452.1025,518.9695821,12.6503342,633044.5138,NA,2.914945285,NA,NA,NA,NA,139.2159151,0.135819093,135.9648073,40970179198,47724471
BDI,108,Burundi,1980,NA,NA,NA,NA,NA,82775400000,NA,NA,NA,0,16.38402436,NA,9.671658838,NA,8.893584594,0.085350371,919726666.7,139.5649287,NA,1.985653129,1542627982,0.991055725,8.56e+11,9.670410262,0,213.2534354,19192.80918,357.6831341,-3.116110978,198443.8193,-1.840779544,0,NA,NA,NA,NA,NA,NA,NA,1777887617,4312834
BDI,108,Burundi,1981,NA,NA,NA,NA,NA,87214200000,NA,NA,NA,0,-6.063315087,NA,9.085235688,NA,7.575972268,0.002100097,969046666.7,131.1026674,NA,1.865256723,1730262074,12.16327557,9.6e+11,9.084062818,0,215.7876028,19420.88425,385.2952784,7.719722199,213763.1308,8.809260601,0,NA,NA,NA,NA,NA,NA,NA,1994136929,4490743
BDI,108,Burundi,1982,NA,NA,NA,NA,NA,9.12e+10,NA,NA,NA,0,5.672021548,NA,9.600552214,NA,10.81338427,0.001279914,1013222222,138.5388389,NA,1.971054487,1712032036,-1.05359982,9.5e+11,9.599312818,0,220.1570099,19814.13089,371.997224,-3.451393023,206385.325,-4.165838633,0,NA,NA,NA,NA,NA,NA,NA,1973126737,4602271
BDI,108,Burundi,1983,NA,NA,NA,NA,NA,1.01e+11,NA,NA,NA,0,6.428548803,NA,10.2177284,NA,6.538420926,0.00445531,1082926304,142.765345,NA,2.097764686,1775639625,3.715326991,9.85e+11,10.21640933,0,229.1177255,21296.49259,375.6770064,0.989196177,208426.8808,0.361090725,0,NA,NA,NA,NA,NA,NA,NA,2046434816,4726506
BDI,108,Burundi,1984,NA,NA,NA,NA,NA,1.18e+11,NA,NA,NA,0,17.21619499,NA,11.97683244,NA,6.763475281,0.01489942,987143931.2,129.9359667,NA,2.458919945,1778401526,0.155544005,9.87e+11,11.97528628,0,203.85983,24404.06025,367.2662326,-2.238831128,203760.5549,-3.099690093,0,NA,NA,NA,NA,NA,NA,NA,2049617954,4842268
BDI,108,Burundi,1985,NA,NA,NA,NA,NA,1.39e+11,NA,NA,NA,0,5.06883898,NA,12.58391879,NA,5.92949728,0.006580671,1149979286,135.4136545,NA,2.583558638,1987953782,11.78318018,1.1e+12,12.58229426,0,232.4118246,28049.78311,401.7672068,9.393995728,222901.8127,8.198907649,0,NA,NA,NA,NA,NA,NA,NA,2291128095,4948024
BDI,108,Burundi,1986,NA,NA,NA,NA,NA,1.37e+11,NA,NA,NA,0,-4.257414238,NA,12.04816924,NA,8.566911398,0.008521034,1201725497,137.0524796,NA,2.473565844,2052565867,3.25018046,1.14e+12,12.04661387,0,238.3569167,27213.20918,407.1173264,1.331646653,225870.0773,0.000981509,0,NA,NA,NA,NA,NA,NA,NA,2365593934,5041706
BDI,108,Burundi,1987,NA,NA,NA,NA,NA,1.4e+11,NA,NA,NA,0,-3.417795079,NA,11.63638751,NA,9.312214324,0.014083436,1131466494,122.3089153,NA,2.389024433,2165520540,5.50309612,1.2e+12,11.63488529,0,219.3713007,27105.51791,419.856054,3.1290065,232937.5666,2.272453672,0,NA,NA,NA,NA,NA,NA,NA,2495774814,5157769
BDI,108,Burundi,1988,NA,NA,NA,NA,NA,1.52e+11,NA,NA,NA,0,3.491222701,NA,12.04263971,NA,10.37671615,0.012141604,1082403219,111.4006927,NA,2.472430596,2274468406,5.031024367,1.26e+12,12.04108505,0,205.3179193,28825.60927,431.4372981,2.758384458,239362.8803,1.977370007,0,NA,NA,NA,NA,NA,NA,NA,2621337847,5271840
BDI,108,Burundi,1989,NA,NA,NA,NA,NA,1.77e+11,NA,NA,NA,0,14.75718482,NA,13.81979431,NA,10.65041324,0.004281189,1113924130,113.1182839,NA,2.837291749,2305162408,1.349502237,1.28e+12,13.81801023,0,207.2919501,32890.39185,428.9714153,-0.571550672,237994.8001,-1.362555357,0,NA,NA,NA,NA,NA,NA,NA,2656712895,5373697
BDI,108,Burundi,1990,NA,3341974403,7799958297,609.4275264,1422.365559,1.94e+11,NA,NA,NA,0,5.985561545,5.985561545,14.6469866,17.98148899,13.36928096,0.00175159,1132101253,111.076673,2.38e+11,3.007119592,2385838992,3.499822136,1.32e+12,14.64509573,0,206.4449283,35354.72619,435.070943,1.42189607,241378.8388,1.018307423,0,NA,NA,NA,NA,71.22013277,0.415871845,81.71411539,2749693054,5483793
BDI,108,Burundi,1991,NA,3627634055,8189709457,648.3906307,1463.800041,2.12e+11,NA,NA,NA,0,4.093140793,4.093140793,15.24650839,18.71749665,12.68584539,0.008700536,1167398478,109.0888846,2.6e+11,3.130205231,2505055464,4.996836448,1.39e+12,15.24454012,0,208.6567234,37873.90783,447.7448573,2.913068415,248410.3696,2.753283738,0,NA,NA,NA,NA,71.7101704,0.395069061,85.4472251,2887090760,5594828
BDI,108,Burundi,1992,NA,3747776547,8272425389,652.5720143,1440.414932,2.26e+11,NA,NA,NA,0,5.4017607,5.4017607,16.07008829,19.72857103,14.02066839,0,1083037671,100.1937374,2.77e+11,3.299291427,2530356484,1.009998371,1.4e+12,16.0680137,0,188.5811668,39282.0228,440.5918567,-1.597561735,244441.8606,-0.91221496,0,NA,NA,NA,NA,73.89971533,0.354770288,84.4474518,2916250321,5743085
BDI,108,Burundi,1993,NA,3597206497,7756226044,647.5362807,1396.205019,2.28e+11,NA,NA,NA,0,7.742645676,7.742645676,17.31433828,21.25608438,14.23864858,0,938632612,92.61366159,2.8e+11,3.554743872,2372462239,-6.240000001,1.32e+12,17.31210306,0,168.9640756,41024.47755,427.068998,-3.069248456,236939.3325,-7.792138875,0,NA,NA,NA,NA,77.77791911,0.320337393,89.96592776,2734276360,5555220
BDI,108,Burundi,1994,NA,3533299258,7459162587,632.4814188,1335.234123,2.34e+11,NA,NA,NA,0,6.638445456,6.638445456,18.46374118,22.66715795,17.06171534,0,925030590.2,94.90648618,2.87e+11,3.790723606,2281596935,-3.829999996,1.27e+12,18.46135759,0,165.5859347,41837.43901,408.4193162,-4.36690134,226592.4256,-5.169894568,0,NA,NA,NA,NA,81.20722839,0.321405304,100.7026381,2629553550,5586408
BDI,108,Burundi,1995,NA,3321676919,6868396910,559.8851194,1157.702365,2.5e+11,NA,NA,NA,0,16.10271174,16.10271174,21.4369042,26.31718506,23.74932201,0.279591504,1000428394,111.4706409,3.07e+11,4.4011329,2100894458,-7.920000004,1.17e+12,21.43413678,0,168.6271677,42115.98415,354.1161809,-13.29592729,196464.8615,-8.97326765,0,NA,NA,NA,NA,92.34755377,0.369748131,116.8238436,2421292963,5932783
BDI,108,Burundi,1996,NA,3111889882,6318925157,524.7257751,1065.494933,2.63e+11,NA,NA,NA,0,14.45311141,14.45311141,24.53520385,30.12083713,28.01560288,0.90906014,869033856.3,105.2503037,3.23e+11,5.037233541,1932822901,-7.999999998,1.07e+12,24.53203645,0,146.5361825,44363.82926,325.9119164,-7.964692393,180817.0396,-8.801699863,0,NA,NA,NA,NA,103.7944172,0.342838703,143.5019721,2227589547,5930507
BDI,108,Burundi,1997,NA,3115220514,6218454247,525.876618,1049.729762,3.43e+11,NA,NA,NA,0,32.39778923,32.39778923,32.48406748,39.87932246,23.62156395,0,972896267.9,119.7330284,4.21e+11,6.669185848,1902091017,-1.589999997,1.06e+12,32.47987391,0,164.2334457,57867.65458,321.0896907,-1.479610111,178141.6524,-2.246465412,0,NA,NA,NA,NA,135.0919238,0.38340265,183.849877,2192170863,5923862
BDI,108,Burundi,1998,NA,3299867398,6513830824,546.7574981,1079.281503,4e+11,NA,NA,NA,0,11.450556,11.450556,36.20367382,44.44572662,27.01923838,0,893770740.2,105.0073172,4.91e+11,7.432844708,1992440341,4.749999995,1.11e+12,36.19900006,0,148.0895426,66309.43741,330.1289307,2.815176025,183156.6535,4.042714085,0,NA,NA,NA,NA,148.8874058,0.332511761,203.6703348,2296298957,6035340
BDI,108,Burundi,1999,NA,3312763466,6448041133,536.0302557,1043.341963,4.55e+11,NA,NA,NA,0,14.95414026,14.95414026,41.61762198,51.09220291,15.41724374,0,808077223.4,95.9080232,5.59e+11,8.544362731,1972316693,-1.009999996,1.09e+12,41.6122493,0,130.7530239,73687.17416,319.1358008,-3.329950483,177057.6276,-1.95752893,0,NA,NA,NA,NA,168.7640603,0.299460679,206.0568596,2273106263,6180180
BDI,108,Burundi,2000,NA,3358775149,6392790186,532.491555,1013.496479,6.27e+11,NA,NA,NA,0,38.9448932,13.17883576,57.82556042,57.82556042,15.06093519,0,870486065.9,100,6.27e+11,11.39255203,1955416620,-0.856864058,1.08e+12,55.48333212,0,138.0046172,99455.7875,310.0067109,-2.86056588,171992.7775,-2.267329362,0,NA,NA,NA,NA,186.774394,0.259167711,248.0252624,2253628961,6307659
BDI,108,Burundi,2001,NA,3505009079,6524213621,542.0903164,1009.045325,7.28e+11,NA,NA,NA,0,13.71640679,13.71640679,65.75714952,65.75714952,18.71641869,0.095659396,876794723.1,96.45468979,7.28e+11,12.66103227,1995616214,2.055807108,1.11e+12,61.66100945,0,135.6064758,112600.8372,308.645199,-0.439187877,171237.4061,0.088285923,0,NA,NA,NA,NA,207.7160092,0.250154765,263.6314796,2299959100,6465729
BDI,108,Burundi,2002,NA,3717749557,6814314046,559.1493795,1024.87255,7.68e+11,NA,NA,NA,0,1.027858574,1.027858574,66.43304002,66.43304002,24.14952021,0.151905256,825394519.4,87.60318364,7.68e+11,12.88953176,2084351677,4.446519412,1.16e+12,62.77383416,0,124.1393016,115542.5515,313.4864059,1.568534631,173923.3241,1.992021013,0,NA,NA,NA,NA,206.6398636,0.222014557,255.9713308,2402227211,6648938
BDI,108,Burundi,2003,NA,3744756275,6730925380,545.815527,981.0634694,8.49e+11,NA,NA,NA,0,11.94574864,11.94574864,74.36896399,74.36896399,40.4082996,0.0838956,784654423.6,86.31027353,8.49e+11,14.77144956,2058844882,-1.22372796,1.14e+12,71.93903875,0,114.3670072,123816.0093,300.086153,-4.274588198,166488.8182,-3.86246991,0,NA,NA,NA,NA,226.8458905,0.209534177,276.939009,2372830467,6860846
BDI,108,Burundi,2004,NA,4031332237,7056275277,566.1589076,990.9808639,1.01e+12,NA,NA,NA,0,13.14615933,13.14615933,84.14562649,84.14562649,30.35116123,0.103358958,915257323.4,97.48566962,1.01e+12,16.96591054,2158362398,4.833657768,1.2e+12,82.62637266,0,128.5384225,141509.2347,303.11967,1.010882046,168171.8238,1.843764756,0,NA,NA,NA,NA,249.946142,0.227035945,291.7713226,2487524976,7120496
BDI,108,Burundi,2005,NA,4195152423,7119781755,567.7661336,963.5814273,1.21e+12,NA,NA,NA,0,18.84158948,18.84158948,100,100,26.54978709,0.130980425,1117113080,120.0923271,1.21e+12,20.53328737,2177787659,0.900000001,1.21e+12,100,0,151.188541,163522.0739,294.7387734,-2.764880494,163522.0739,-2.04834518,0,NA,NA,NA,NA,288.0095592,0.266286649,319.5940454,2509912868,7388874
BDI,108,Burundi,2006,NA,4558645468,7505233008,595.2640856,980.0270048,1.31e+12,NA,NA,NA,0,2.845666334,2.845666334,102.8456663,102.8456663,23.62793442,0.321245039,1273375078,126.2037798,1.31e+12,20.51784175,2295688883,5.413807145,1.27e+12,99.92477766,0,166.2762452,171045.6387,299.7691208,1.706713839,166312.9277,2.241332658,0,NA,NA,NA,NA,287.3441265,0.279331895,318.1063124,2638545727,7658190
BDI,108,Burundi,2007,NA,4843776400,7764309791,609.6934915,977.3054648,1.47e+12,NA,NA,NA,0,8.273375629,8.273375629,111.3544746,111.3544746,32.01122497,0.345131802,1356199387,128.4229282,1.47e+12,21.96353412,2374934883,3.451948564,1.32e+12,106.965503,0,170.7068765,184682.5942,298.9366604,-0.277700517,165851.0759,1.612558174,0,NA,NA,NA,NA,302.9105555,0.279988025,335.3005878,2733541410,7944609
BLR,112,Belarus,1990,NA,53255838677,1.26e+11,5226.618884,12358.97959,433,NA,NA,NA,0,NA,NA,6.99e-07,6.99e-07,0,0,NA,NA,433,NA,29452716337,NA,61902213556,NA,0.018981263,NA,4.25e-05,2890.53984,NA,6075.188869,NA,1.445971907,NA,NA,NA,NA,8.13e-09,NA,NA,65556633361,10189348
BLR,112,Belarus,1991,NA,54396170866,1.24e+11,5336.070636,12205.04021,900,NA,NA,NA,0,110.3767053,110.3767053,1.47e-06,1.47e-06,0,0,NA,NA,900,NA,29099285029,-1.199995628,61159389700,NA,0.016069771,NA,8.83e-05,2854.536227,-1.245567076,5999.518317,NA,0.683545757,NA,NA,NA,NA,1.65e-08,NA,NA,64769950344,10194050
BLR,112,Belarus,1992,NA,50294744737,1.12e+11,4922.908278,11009.14354,9200,NA,NA,NA,0,1030.776811,1030.776811,1.66e-05,1.66e-05,1.577007865,0,9.2e+09,NA,9200,NA,26305753291,-9.60000129,55288087500,NA,0.008948172,900.5067308,0.000900507,2574.837815,-9.798383703,5411.662492,NA,0.67821248,NA,NA,NA,NA,1.83e-07,0.182921696,2.8e-07,58552035378,10216470
BLR,112,Belarus,1993,NA,47573888674,1.04e+11,4646.318621,10150.0153,98500,NA,NA,NA,0,1058.714498,1058.714498,0.000192811,0.000192811,1.507339111,0,16416666667,NA,98500,NA,24306515541,-7.600001899,51086191800,NA,0.021443689,1603.338851,0.009620033,2373.903393,-7.803770018,4989.348797,NA,0.683699222,NA,NA,NA,NA,2.07e-06,0.34507725,3.51e-06,54102081784,10239050
BLR,112,Belarus,1994,NA,42904690515,91767107981,4195.255627,8973.062655,1779300,NA,NA,NA,0,1945.748604,1945.748604,0.003944436,0.003944436,1.237040903,0,14952100840,NA,1779300,NA,21462652290,-11.70000384,45109105400,NA,0.022970102,1462.028614,0.173981405,2098.635644,-11.59557505,4410.805113,NA,0.662921666,NA,NA,NA,NA,4.15e-05,0.348495716,7.95e-05,47772141031,10226955
BLR,112,Belarus,1995,NA,39248624094,82223328266,3850.232959,8065.988956,12140300,NA,NA,NA,0,661.5040771,661.5040771,0.030037044,0.030037044,1.489680621,0,13970425777,NA,12140300,NA,19230536339,-10.40000053,40417758200,NA,0.041171539,1370.478457,1.190945779,1886.487655,-10.10885284,3964.923315,NA,0.764551766,NA,NA,NA,NA,0.000309318,0.355946892,0.000625926,42803837109,10193831
BLR,112,Belarus,1996,NA,41086256716,84525585263,4044.094461,8319.800305,19183900,NA,NA,NA,0,53.71432735,53.71432735,0.046171241,0.046171241,2.373767676,0,14756846154,NA,19183900,NA,19768992246,2.800004628,41549457300,NA,0.035065744,1452.507105,1.888259236,1945.849499,3.146686043,4089.687003,NA,0.962363803,NA,NA,NA,NA,0.000466918,0.359167452,0.000928644,44002343521,10159569
BLR,112,Belarus,1997,NA,46559373642,94161506596,4601.89592,9306.857441,36683000,NA,NA,NA,0,71.64957473,71.64957473,0.079252739,0.079252739,2.366804193,0,14130585516,NA,36683000,NA,22022658441,11.40000546,46286097700,NA,0.039081647,1396.657187,3.625722058,2176.704154,11.86395225,4574.885517,NA,0.782137211,NA,NA,NA,NA,0.000787876,0.30349604,0.001487618,49018612257,10117433
BLR,112,Belarus,1998,NA,51037575991,1.02e+11,5067.291847,10134.17792,70216100,NA,NA,NA,0,76.58044645,76.58044645,0.13994484,0.13994484,0.56629428,0,15221352699,NA,70216100,NA,23872559844,8.399991343,50174125900,NA,0.004846189,1511.259791,6.971441416,2370.199319,8.889364429,4981.563763,NA,0.225994396,NA,NA,NA,NA,0.001375773,0.298238159,0.002532332,53136175526,10071963
BLR,112,Belarus,1999,NA,53519640839,1.06e+11,5337.692163,10526.00362,302606400,NA,NA,NA,0,316.7934348,316.7934348,0.583280904,0.583280904,0.862627387,0,12138243081,NA,302606400,NA,24684226697,3.399999241,51880045800,NA,0.006042199,1210.587439,30.17994486,2461.840201,3.866378733,5174.169885,NA,0.852060708,NA,NA,NA,NA,0.005654119,0.226799786,0.009755794,54942805715,10026738
BLR,112,Belarus,2000,NA,57906420981,1.12e+11,5802.473341,11189.10357,913380000,NA,NA,NA,0,185.2907609,185.2907609,1.664046529,1.664046529,0.7177975,0,12736780455,NA,913380000,NA,26115912676,5.800003361,54889090200,NA,0.03933434,1276.280381,91.5246187,2616.927182,6.299636368,5500.123772,NA,1.788444876,NA,NA,NA,NA,0.01577338,0.219954545,0.025350002,58129484549,9979610
BLR,112,Belarus,2001,NA,62008161629,1.17e+11,6245.440459,11778.08592,1717320000,NA,NA,NA,0,79.53457245,79.53457245,2.98753882,2.98753882,0.710460754,0,12354820144,NA,1717320000,NA,27349969477,4.72530605,57482767700,NA,0.08616769,1244.373185,172.9678727,2754.679408,5.263892187,5789.644358,NA,1.348652499,NA,NA,NA,NA,0.027695064,0.199245064,0.039725012,60876281823,9928549
