iso3_alpha,iso_num,country,year,GDP_per_capita_PPP_constant_2011_international,GDP_PPP_current_international,GDP_PPP_constant_2017_international,GDP_per_capita_PPP_current_international,GDP_per_capita_PPP_constant_2017_international,GDP_current_LCU_,GDP_current,GDP_growth_annual,GDP_constant_2005,Coal_rentsof_GDP_,Inflation_GDP_deflator_annual,Inflation_GDP_deflator_linked_series_annual,GDP_deflator_base_year_varies_by_country_,GDP_deflator_linked_series_base_year_varies_by_country_,Forest_rentsof_GDP_,Mineral_rentsof_GDP_,GDP_current_US_,GDP_deflator_index_2000_100_US_series_,GDP_linked_series_current_LCU_,GDP_deflator_period_average_LCU_index_2000_100_,GDP_constant_2015_US_,GDP_growth_annual1,GDP_constant_LCU_,GDP_deflator_end_period_base_year_varies_by_country_,Natural_gas_rentsof_GDP_,GDP_per_capita_current_US_,GDP_per_capita_current_LCU_,GDP_per_capita_constant_2015_US_,GDP_per_capita_growth_annual,GDP_per_capita_constant_LCU_,GDP_per_capita_PPP_annual_growth,Oil_rentsof_GDP_,GDP_current_US_millions_seas_adj_,GDP_current_LCU_millions_seas_adj_,GDP_constant_2010_US_millions_seas_adj_,GDP_constant_2010_LCU_millions_seas_adj_,PPP_conversion_factor_GDP_LCU_per_international,Price_level_ratio_of_PPP_conversion_factor_GDP_to_market_exchange_rate,PPP_conversion_factor_private_consumption_LCU_per_international,gdp,pop
AFG,4,Afghanistan,2002,NA,19806995164,37931379899,943.1787481,1806.234167,1.82e+11,NA,NA,NA,0.00465002,6.125522037,6.125522037,37.39567933,37.39567933,1.009148204,0,3825701439,NA,1.82e+11,NA,7228795919,28.60000116,4.87e+11,NA,0.231561307,182.1740382,8674.309556,344.2241808,20.56796346,23196.0208,NA,0.030789276,NA,NA,NA,NA,9.19688826,0.193149007,NA,16842623387,21000256
AFG,4,Afghanistan,2003,NA,21981995256,41281584746,970.7162315,1822.978484,2.21e+11,NA,NA,NA,0.007472748,11.65523822,11.65523822,41.75423484,41.75423484,0.661477338,0,4520946819,NA,2.21e+11,NA,7867263256,8.832277803,5.3e+11,NA,0.0367297,199.6432265,9775.106745,347.4152392,0.927029119,23411.05467,NA,0.025632803,NA,NA,NA,NA,10.06999412,0.205665899,NA,19482094227,22645130
AFG,4,Afghanistan,2004,NA,22892320780,41865355064,971.9265167,1777.454069,2.5e+11,NA,NA,NA,0.016543784,11.27143206,11.27143206,46.46053505,46.46053505,0.388468678,0,5224896719,NA,2.5e+11,NA,7978515642,1.414117993,5.38e+11,NA,0.028302171,221.8305307,10605.27734,338.7393961,-2.497254626,22826.42102,NA,0.02560516,NA,NA,NA,NA,10.91160407,0.228237965,11.35936716,21039141237,23553551
AFG,4,Afghanistan,2005,NA,26261445894,46566715049,1075.795355,1907.597014,3.08e+11,NA,NA,NA,0.010913524,10.91277355,10.91277355,51.53066803,51.53066803,0.33333769,0,6203256539,NA,3.08e+11,NA,8874480196,11.22971483,5.98e+11,NA,0.023093937,254.115276,12623.8505,363.5414673,7.321873845,24497.74277,NA,0.02584762,NA,NA,NA,NA,11.73443485,0.236211539,12.380411,23984679411,24411191
AFG,4,Afghanistan,2006,NA,28521625037,49061481754,1121.003333,1928.294216,3.48e+11,NA,NA,NA,0.011206353,7.199751293,7.199751293,55.24074797,55.24074797,0.45398742,0,6971758282,NA,3.48e+11,NA,9349921886,5.357403247,6.3e+11,NA,0.017573594,274.0153923,13679.56494,367.4858493,1.084988197,24763.54039,NA,0.021407037,NA,NA,NA,NA,12.20296544,0.244437625,12.80721824,25266329202,25442944
ALB,8,Albania,1980,NA,NA,NA,NA,NA,14991970000,NA,NA,NA,NA,NA,NA,2.709732104,NA,NA,NA,NA,NA,NA,NA,4650626379,NA,5.53e+11,NA,NA,NA,5610.773515,1740.505838,NA,207060.0819,NA,NA,NA,NA,NA,NA,NA,NA,NA,11331302495,2671997
ALB,8,Albania,1981,NA,NA,NA,NA,NA,15514160000,NA,NA,NA,NA,-2.139571986,NA,2.651755435,NA,NA,NA,NA,NA,NA,NA,4917834409,5.745635292,5.85e+11,NA,NA,NA,5691.064307,1804.010779,3.648648547,214614.9766,NA,NA,NA,NA,NA,NA,NA,NA,NA,11982357811,2726056
ALB,8,Albania,1982,NA,NA,NA,NA,NA,15968780000,NA,NA,NA,NA,-0.0177191,NA,2.651285568,NA,NA,NA,NA,NA,NA,NA,5062841518,2.948596801,6.02e+11,NA,NA,NA,5735.339646,1818.36782,0.795840071,216322.9686,NA,NA,NA,NA,NA,NA,NA,NA,NA,12335669227,2784278
ALB,8,Albania,1983,NA,NA,NA,NA,NA,16142520000,NA,NA,NA,NA,-0.016755172,NA,2.65084134,NA,NA,NA,NA,NA,NA,NA,5118782791,1.104938262,6.09e+11,NA,NA,NA,5676.071393,1799.878617,-1.016802172,214123.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,12471970760,2843960
ALB,8,Albania,1984,NA,NA,NA,NA,NA,15935960000,NA,NA,NA,0.368325704,-0.028360258,NA,2.650089555,NA,1.610236722,0.604964557,1857337995,NA,NA,NA,5054716277,-1.251596644,6.01e+11,NA,0.480087183,639.4847302,5486.778985,1740.347682,-3.307497202,207041.2668,NA,5.799113572,NA,NA,NA,NA,NA,NA,NA,12315871992,2904429
ALB,8,Albania,1985,NA,NA,NA,NA,NA,16276690000,NA,NA,NA,0.556625382,0.351222348,NA,2.659397262,NA,1.677311969,0.692259344,1897050117,NA,NA,NA,5144722777,1.780643959,6.12e+11,NA,0.429410237,639.8659038,5490.049454,1735.290312,-0.290595348,206439.6145,NA,5.357207137,NA,NA,NA,NA,NA,NA,NA,12535173822,2964762
ALB,8,Albania,1986,NA,NA,NA,NA,NA,16778610000,NA,NA,NA,0.152296786,-2.417300429,NA,2.59511164,NA,1.761327784,0.440841191,2097326250,NA,NA,NA,5434743311,5.637243179,6.47e+11,NA,0.392760294,693.8734746,5550.987797,1798.01508,3.614655544,213901.6954,NA,1.949870762,NA,NA,NA,NA,NA,NA,NA,13241812053,3022635
ALB,8,Albania,1987,NA,NA,NA,NA,NA,16646370000,NA,NA,NA,0.048179543,-0.000306093,NA,2.595103697,NA,1.665098851,0.674238792,2080796250,NA,NA,NA,5391926085,-0.787842655,6.41e+11,NA,0.207890285,674.7933831,5398.347065,1748.57872,-2.749496379,208020.4761,NA,3.104080289,NA,NA,NA,NA,NA,NA,NA,13137487412,3083605
ALB,8,Albania,1988,NA,NA,NA,NA,NA,16409890000,NA,NA,NA,0.076891499,-0.000578579,NA,2.595088682,NA,1.921556402,3.647668602,2051236250,NA,NA,NA,5315358596,-1.420039656,6.32e+11,NA,0.198466812,652.7743214,5222.194571,1691.530949,-3.262522334,201233.7616,NA,2.378539262,NA,NA,NA,NA,NA,NA,NA,12950929878,3142336
ALB,8,Albania,1989,NA,NA,NA,NA,NA,18024720000,NA,NA,NA,0.090923396,0.00367916,NA,2.59518416,NA,1.603298887,3.651131252,2253090000,NA,NA,NA,5838206448,9.836548972,6.95e+11,NA,0.156546255,697.9955966,5583.964773,1808.646078,6.923617285,215166.4171,NA,3.345587891,NA,NA,NA,NA,NA,NA,NA,14224854441,3227943
ALB,8,Albania,1990,NA,8378238406,17674840987,2549.256454,5377.944657,16228430000,NA,NA,NA,0.22452216,-0.431368813,-0.431368813,2.583989344,3.119199825,1.465279774,1.489163096,2028553750,NA,19589754160,NA,5279160806,-9.57564017,6.28e+11,NA,0.199187475,617.2304355,4937.843484,1606.296468,-11.1879053,191093.8021,NA,4.845877394,NA,NA,NA,NA,2.338171011,0.292271376,NA,12862733561,3286542
ALB,8,Albania,1991,NA,6236148227,12725506977,1908.952895,3895.416288,15833650000,NA,NA,NA,0.204305952,35.51424696,35.51424696,3.501673702,4.226960153,3.589563964,2.322708047,1099559028,NA,19113205095,NA,3800882719,-28.00214166,4.52e+11,NA,0.151694215,336.5869945,4846.852721,1163.491598,-27.56682084,138415.316,NA,3.617481466,NA,NA,NA,NA,3.064905515,0.212840661,4.890831233,9327945995,3266790
ALB,8,Albania,1992,NA,5919848272,11810910676,1823.152808,3637.44035,48934320000,NA,NA,NA,0.067948601,232.9846589,232.9846589,11.66003623,14.07512885,6.452502727,0.431830628,652174990.8,NA,59069872981,NA,3527709062,-7.187110915,4.2e+11,NA,0.098413509,200.8522198,15070.44418,1086.438771,-6.622551212,129248.6909,NA,4.678143305,NA,NA,NA,NA,9.978274825,0.132986037,15.47564557,8656352347,3247039
ALB,8,Albania,1993,NA,6639484305,12939964251,2057.295897,4009.548655,1.21e+11,NA,NA,NA,0.002386071,125.6508142,125.6508142,26.31096669,31.76064285,0.483340689,0.146794463,1185315468,NA,1.46e+11,NA,3864937294,9.559411685,4.6e+11,NA,0.09674231,367.2792251,37485.43591,1197.580908,10.22994935,142470.7665,NA,2.649238263,NA,NA,NA,NA,21.99471226,0.215502386,27.80982883,9487362055,3227287
ALB,8,Albania,1994,NA,7344288649,14014352220,2289.697964,4369.195613,1.78e+11,NA,NA,NA,0.001557948,35.84247521,35.84247521,35.7414684,43.14444338,0.232064891,0.045027312,1880950864,NA,2.15e+11,NA,4185837882,8.302866597,4.98e+11,NA,0.037678079,586.4161351,55488.64923,1305.001061,8.969761659,155250.0547,NA,1.522284881,NA,NA,NA,NA,29.25354042,0.309157789,33.21896622,10379174439,3207536
ALB,8,Albania,1995,NA,8497220759,15881390936,2665.557252,4981.953274,2.22e+11,NA,NA,NA,0.002862908,9.970662679,9.838901278,39.30512966,47.38938258,0.183282316,0.037183656,2392764853,NA,2.67e+11,NA,4743489157,13.32233332,5.64e+11,NA,0.029149609,750.6044492,69579.15593,1488.020881,14.02449593,177023.0922,NA,1.159516028,NA,NA,NA,NA,31.47189968,0.33951185,34.83064703,11302921368,3187784
ALB,8,Albania,1996,NA,9440188239,17326597422,2979.826359,5469.197266,3.34e+11,NA,NA,NA,0.001752452,38.1720582,14.60100063,54.30870662,54.30870662,0.144202904,0.037460468,3199640815,NA,3.34e+11,NA,5175146643,9.099999436,6.16e+11,NA,0.017411071,1009.977111,105541.5142,1633.552,9.780179879,194336.2691,NA,1.160702594,NA,NA,NA,NA,35.41867932,0.338938243,38.14490813,12331487001,3168033
ALB,8,Albania,1997,NA,8554335554,15434535742,2717.144865,4902.527996,3.31e+11,NA,NA,NA,0.000369491,11.23964448,11.23964448,60.41281217,60.41281217,0.197605219,0.008600433,2258513974,NA,3.31e+11,NA,4610021454,-10.91998408,5.48e+11,NA,0.021229271,717.3800477,105239.653,1464.297963,-10.36110497,174200.8843,NA,1.088356446,NA,NA,NA,NA,38.73170487,0.264019801,49.64103972,11073675363,3148281
ALB,8,Albania,1998,NA,9451398505,16797316308,3021.034961,5369.07631,3.85e+11,NA,NA,NA,0.00079389,6.730859905,6.730859905,64.47911392,64.47911392,0.118174363,0.018331495,2545964541,NA,3.85e+11,NA,5017059783,8.829423758,5.97e+11,NA,0.002226435,813.7893966,123012.4052,1603.64765,9.516484438,190778.6843,NA,0.23349463,NA,NA,NA,NA,40.71863013,0.269374372,58.08501363,12480032355,3128530
ALB,8,Albania,1999,NA,10792644446,18962625370,3471.667789,6099.703925,4.44e+11,NA,NA,NA,0.000126575,2.102849989,2.102849989,65.83501296,65.83501296,0.0806155,0.005672402,3212121651,NA,4.44e+11,NA,5663799109,12.89080364,6.74e+11,NA,0.001680056,1033.242532,142690.7936,1821.873131,13.60806912,216739.9795,NA,0.494725404,NA,NA,NA,NA,41.10151152,0.297621372,58.40335848,13740515792,3108778
ALB,8,Albania,2000,NA,11927686423,20279810400,3861.308568,6565.112704,5.01e+11,NA,NA,NA,0.000634624,5.647471468,5.647471468,69.55302653,69.55302653,0.126636825,0,3480355258,NA,5.01e+11,NA,6057218862,6.946216592,7.21e+11,NA,0.007034627,1126.68334,162251.4144,1960.88246,7.630022439,233277.2886,NA,1.071500565,NA,NA,NA,NA,42.01980017,0.291787957,57.34760827,14743572290,3089027
ALB,8,Albania,2001,NA,13161302533,21961678477,4300.836107,7176.613374,5.63e+11,NA,NA,NA,0.001328432,3.810857374,3.810857374,72.20359317,72.20359317,0.062644555,0,3922100794,NA,5.63e+11,NA,6559562959,8.293312631,7.8e+11,NA,0.010399354,1281.659826,184123.2505,2143.526839,9.314397139,255005.6617,NA,0.699922138,NA,NA,NA,NA,42.81103626,0.29800248,57.42359222,15775623326,3060173
ALB,8,Albania,2002,NA,14497854111,22957975328,4751.821237,7524.713235,6.1e+11,NA,NA,NA,0.000288282,3.647476271,3.647476271,74.8372021,74.8372021,0.066551164,0,4348068242,NA,6.1e+11,NA,6857139117,4.53652416,8.16e+11,NA,0.011791809,1425.124219,200095.706,2247.49808,4.850475334,267374.6484,NA,0.687177627,NA,NA,NA,NA,42.10926633,0.29991116,57.8533983,16233115655,3051010
ALB,8,Albania,2003,NA,15199019491,24227238553,5000.309082,7970.493165,6.78e+11,NA,NA,NA,0.000914899,5.198635303,5.198635303,78.72771531,78.72771531,0.062998718,0,5611496257,NA,6.78e+11,NA,7236245480,5.528637465,8.61e+11,NA,0.009195223,1846.120121,222968.296,2380.644621,5.924211542,283214.4882,NA,0.692722775,NA,NA,NA,NA,44.59090275,0.369201201,57.61630071,17158403809,3039616
ALB,8,Albania,2004,NA,16429609079,25563290303,5427.796556,8445.261138,7.38e+11,NA,NA,NA,0.006834611,3.152368925,3.152368925,81.20950334,81.20950334,0.053996792,0.00996934,7184685782,NA,7.38e+11,NA,7635300387,5.514667911,9.08e+11,NA,0.004867669,2373.581292,243697.0154,2522.449374,5.956569596,300084.3563,NA,0.793153163,NA,NA,NA,NA,44.89796419,0.437301079,56.72402772,18170750006,3026939
ALB,8,Albania,2005,NA,17663089820,26976026176,5865.238608,8957.709655,8.04e+11,NA,NA,NA,0.003071219,3.306818147,3.306818147,83.89495394,83.89495394,0.047978281,0.025123242,8052077248,NA,8.04e+11,NA,8057259479,5.526424247,9.59e+11,NA,0.004024068,2673.787816,267031.8683,2675.508637,6.067882439,318293.1223,NA,1.020953746,NA,NA,NA,NA,45.52787809,0.455870254,56.67996889,19170140159,3011487
ALB,8,Albania,2006,NA,19650531647,28568329023,6566.490567,9546.493012,8.73e+11,NA,NA,NA,0.002935095,2.478188887,2.478188887,85.97402936,85.97402936,0.05415486,0.121229707,8896075005,NA,8.73e+11,NA,8532852034,5.902659036,1.02e+12,NA,0.008133516,2972.743621,291636.1882,2851.367759,6.572922982,339214.2841,NA,1.192449217,NA,NA,NA,NA,44.41279329,0.452714215,57.19599896,20128647423,2992547
ALB,8,Albania,2007,NA,21636239253,30277646289,7284.887343,10194.43535,9.66e+11,NA,NA,NA,0.004042956,4.386709383,4.386709383,89.74546017,89.74546017,0.074771735,0.834611353,10677324853,NA,9.66e+11,NA,9043394715,5.983259519,1.08e+12,NA,0.011190009,3595.038295,325091.7419,3044.896617,6.787228936,362237.5341,NA,1.249434028,NA,NA,NA,NA,44.62550024,0.493492641,57.68172789,21336366038,2970017
DZA,12,Algeria,1980,NA,NA,NA,NA,NA,1.63e+11,NA,NA,NA,0.000177158,25.86203876,NA,2.044366242,NA,0.095138518,0.077787368,42345829079,119.9880924,NA,6.118181014,69641260801,0.790606972,7.95e+12,100,0.900478303,2259.724366,8671.57927,3716.305888,-2.288056635,424169.5588,-2.454906246,30.41696677,NA,NA,NA,NA,NA,NA,NA,1.19605e+11,18739378
DZA,12,Algeria,1981,NA,NA,NA,NA,NA,1.91e+11,NA,NA,NA,0.000208778,14.35399949,NA,2.337814563,NA,0.091780554,0.077124549,44348590461,122.0047044,NA,6.996384688,71730495901,2.999996088,8.19e+12,114.3539995,1.387309869,2291.756101,9890.779313,3706.742421,-0.257337989,423078.0093,-0.344035153,24.51404166,NA,NA,NA,NA,NA,NA,NA,1.23193e+11,19351357
DZA,12,Algeria,1982,NA,NA,NA,NA,NA,2.08e+11,NA,NA,NA,0.001240306,1.939794208,NA,2.383163354,NA,0.204362539,0.096124336,45207167470,116.8855659,NA,7.132100151,76321250590,6.400004115,8.71e+12,116.5722318,0.638993445,2260.347524,10379.94982,3816.044213,2.948729067,435553.4336,2.941387503,18.334834,NA,NA,NA,NA,NA,NA,NA,1.31078e+11,20000096
DZA,12,Algeria,1983,NA,NA,NA,NA,NA,2.34e+11,NA,NA,NA,0.001517631,6.804795887,NA,2.545332756,NA,0.130807531,0.067453385,48801369800,119.7142188,NA,7.617425009,80442600430,5.400003025,9.18e+12,124.5047342,2.503138559,2359.593264,11299.62022,3889.47726,1.924323822,443934.8921,2.013443576,16.53575127,NA,NA,NA,NA,NA,NA,NA,1.38156e+11,20682111
DZA,12,Algeria,1984,NA,NA,NA,NA,NA,2.68e+11,NA,NA,NA,0.001176206,8.433505562,NA,2.759993535,NA,0.12049158,0.05356503,53698548293,124.7412741,NA,8.25984097,84947383263,5.599996529,9.7e+12,135.0048479,2.102651083,2510.036833,12508.4548,3970.704379,2.088381385,453205.9457,2.297436751,15.44905123,NA,NA,NA,NA,NA,NA,NA,1.45893e+11,21393530
DZA,12,Algeria,1985,NA,NA,NA,NA,NA,2.91e+11,NA,NA,NA,0.000920874,4.972526402,NA,2.897234943,NA,0.044938527,0.046260581,57937868670,129.7877074,NA,8.670563743,88090434112,3.699997255,1.01e+13,141.7179996,1.878379926,2617.725449,13161.40001,3980.066517,0.235780268,454274.5159,0.57830248,14.28277952,NA,NA,NA,NA,NA,NA,NA,1.51291e+11,22132905
DZA,12,Algeria,1986,NA,NA,NA,NA,NA,3e+11,NA,NA,NA,0.000336349,2.405343253,NA,2.966923388,NA,0.10855493,0.031758167,63692007897,142.1188032,NA,8.879120564,88442796731,0.400001003,1.01e+13,145.1268039,1.787132219,2783.431023,13088.57502,3865.075577,-2.889171318,441149.7469,-2.491130224,5.870285404,NA,NA,NA,NA,NA,NA,NA,1.51896e+11,22882553
DZA,12,Algeria,1987,NA,NA,NA,NA,NA,3.24e+11,NA,NA,NA,0.000288506,8.842020422,NA,3.22925936,NA,0.106801486,0.024720881,66745818375,149.9647004,NA,9.664214216,87823699342,-0.699997526,1e+13,157.9589456,1.719336522,2829.879274,13724.18437,3723.536134,-3.662009693,424994.8004,-3.437117939,8.533187249,NA,NA,NA,NA,NA,NA,NA,1.50833e+11,23586101
DZA,12,Algeria,1988,NA,NA,NA,NA,NA,3.5e+11,NA,NA,NA,0.00015478,9.060963477,NA,3.521861371,NA,0.124811831,0.049804137,59089396860,134.1096496,NA,10.53988514,86945457527,-1.000005491,9.92e+12,172.2715479,2.125364767,2437.377923,14416.52251,3586.412283,-3.682624437,409343.838,-3.622818409,8.00223017,NA,NA,NA,NA,NA,NA,NA,1.49324e+11,24243018
DZA,12,Algeria,1989,NA,NA,NA,NA,NA,4.23e+11,NA,NA,NA,0.000204532,16.01137352,NA,4.08575975,NA,0.135633896,0.062889309,55634721573,120.9408669,NA,12.22746552,90771059536,4.400002161,1.04e+13,199.8545889,2.307047859,2235.268122,17007.16715,3646.960928,1.688278984,416254.704,1.721607859,12.56891483,NA,NA,NA,NA,NA,NA,NA,1.55895e+11,24889507
DZA,12,Algeria,1990,NA,1.93e+11,2.98e+11,7559.804843,11665.30143,5.56e+11,NA,NA,NA,0,30.25959854,30.25959854,5.322094247,5.775969751,0.126116871,0.045331513,62048507531,133.8133185,6.03e+11,15.92744749,91497228539,0.80000058,1.04e+13,260.3297851,2.408955265,2431.55136,21780.64076,3585.585203,-1.68292795,409249.4373,-1.714431112,15.79697334,NA,NA,NA,NA,3.126816657,0.349072159,8.056440923,1.57142e+11,25518074
DZA,12,Algeria,1991,NA,1.97e+11,2.94e+11,7539.72052,11253.73002,8.45e+11,NA,NA,NA,0,53.78860417,53.78860417,8.184774455,8.882783258,0.178402997,0.038261016,45715676428,99.7923255,9.17e+11,24.49459918,90399261261,-1.200000585,1.03e+13,400.3575429,3.385765201,1749.286087,32314.34323,3459.079738,-3.528167862,394810.4301,-3.605661965,13.54176563,NA,NA,NA,NA,4.651386573,0.251795488,9.729904447,1.55256e+11,26133905
DZA,12,Algeria,1992,NA,2.05e+11,2.99e+11,7670.028264,11193.15077,1.05e+12,NA,NA,NA,0,21.92611453,21.92611453,9.979377476,10.83043249,0.150325589,0.046217872,48003133347,102.9338468,1.14e+12,29.86531304,92026450045,1.800002302,1.05e+13,488.1403962,3.145682933,1794.623507,39187.5335,3440.459383,-0.538303713,392685.1509,-0.604934511,13.04522677,NA,NA,NA,NA,5.544894843,0.253932762,12.43470742,1.58051e+11,26748303
DZA,12,Algeria,1993,NA,2.06e+11,2.93e+11,7516.643172,10715.32239,1.17e+12,NA,NA,NA,0,13.62442466,13.62442466,11.33901024,12.3060166,0.113882419,0.029658478,49945584453,109.3979362,1.27e+12,33.93429012,90093893897,-2.100000758,1.03e+13,554.6467167,3.052430837,1825.875097,42625.79726,3293.588393,-4.268935462,375921.6753,-4.304952983,11.71643606,NA,NA,NA,NA,6.154473841,0.263626753,14.55910213,1.54732e+11,27354327
DZA,12,Algeria,1994,NA,2.08e+11,2.9e+11,7449.364307,10397.40797,1.49e+12,NA,NA,NA,0,29.07764732,29.07764732,14.63612765,15.88431671,0.140697102,0.025530152,42543176829,94.02742327,1.62e+12,43.80158332,89283051958,-0.899996553,1.02e+13,715.924933,3.581094231,1522.825203,53387.9689,3195.870451,-2.966914207,364768.4017,-2.975419388,12.68652252,NA,NA,NA,NA,7.777974843,0.221857028,18.31073824,1.53339e+11,27937006
DZA,12,Algeria,1995,NA,2.21e+11,3.02e+11,7744.586616,10587.47643,1.99e+12,NA,NA,NA,0,28.57703753,28.57703753,18.81869934,20.42358386,0.215148155,0.023241916,41764291672,88.92750202,2.16e+12,56.31877821,92675803281,3.79999479,1.06e+13,920.5150696,4.46124812,1466.54468,69899.51873,3254.292144,1.828036977,371436.5029,1.816917357,14.17748132,NA,NA,NA,NA,9.795312445,0.205513051,23.11513126,1.59166e+11,28478022
DZA,12,Algeria,1996,NA,2.34e+11,3.14e+11,8066.218263,10828.92087,2.57e+12,NA,NA,NA,0,24.02190407,24.02190407,23.33930924,25.32971758,0.201542387,0.024073064,46941554225,96.01512465,2.79e+12,69.84762108,96475509798,4.09999847,1.1e+13,1141.640316,4.632716361,1619.532412,88667.67154,3328.505366,2.280472013,379907.0084,2.309008053,16.3135924,NA,NA,NA,NA,11.92992418,0.217902405,26.65161102,1.65692e+11,28984634
DZA,12,Algeria,1997,NA,2.4e+11,3.17e+11,8157.278361,10765.52346,2.78e+12,NA,NA,NA,0,7.001963048,7.001963048,24.97351905,27.10329504,0.19799698,0.016702995,48177612042,97.47182285,3.02e+12,74.73832571,97536740347,1.099999939,1.11e+13,1221.57755,5.327899475,1634.46741,94320.70116,3309.018787,-0.585445319,377682.8606,-0.476719255,14.79013496,NA,NA,NA,NA,12.5488546,0.21745697,27.53598134,1.67514e+11,29476031
DZA,12,Algeria,1998,NA,2.56e+11,3.34e+11,8539.674948,11144.93516,2.83e+12,NA,NA,NA,0,-3.131088697,-3.131088697,24.19157602,26.25466684,0.26998679,0.043122512,48187781984,92.76107112,3.07e+12,72.39820245,1.03e+11,5.100003609,1.17e+13,1183.328873,5.29640842,1610.302978,94587.51897,3425.639263,3.524321957,390993.6206,3.574252743,9.01756332,NA,NA,NA,NA,12.02084073,0.204648518,28.45731989,1.76058e+11,29924668
DZA,12,Algeria,1999,NA,2.67e+11,3.44e+11,8813.539568,11341.85131,3.24e+12,NA,NA,NA,0,10.85633631,10.85633631,26.81789487,29.10496176,0.140727866,0.025948675,48640671735,90.72942848,3.51e+12,80.25804641,1.06e+11,3.200001554,1.21e+13,1311.795879,5.500961247,1602.864915,106708.9285,3486.165743,1.766866719,397901.9568,1.741727264,12.95566738,NA,NA,NA,NA,13.13992086,0.197373532,28.58472001,1.81691e+11,30346083
DZA,12,Algeria,2000,NA,2.84e+11,3.57e+11,9225.40608,11608.90431,4.12e+12,NA,NA,NA,0,22.67800919,22.67800919,32.89965954,35.70538767,0.099962905,0.021608573,54790398570,100,4.48e+12,100,1.1e+11,3.800000001,1.25e+13,1634.472726,6.361431398,1780.376063,133990.7322,3568.250314,2.354580271,407270.8778,0.744621471,20.20389451,NA,NA,NA,NA,15.76273657,0.209444328,27.74476765,1.85689e+11,30774621
DZA,12,Algeria,2001,NA,2.99e+11,3.68e+11,9583.355952,11793.77571,4.59e+12,NA,NA,NA,0,8.01436296,-0.47340196,35.53635766,35.53635766,0.116874087,0.020991357,59413400924,98.16131844,4.59e+12,100.7112095,1.13e+11,2.999999999,1.29e+13,1646.097252,6.773304488,1904.215554,147034.044,3625.074579,1.592496614,413756.6527,1.115126978,16.71977136,NA,NA,NA,NA,15.34264664,0.198700284,28.1224692,1.90517e+11,31200985
DZA,12,Algeria,2002,NA,3.2e+11,3.88e+11,10120.38855,12264.09259,4.9e+12,NA,NA,NA,0,1.372855942,1.372855942,36.02422066,36.02422066,0.123619967,0.017327512,61516103406,96.93552632,4.9e+12,102.6310964,1.19e+11,5.4,1.36e+13,1677.477278,5.626284278,1945.191929,154996.5887,3769.636743,3.987839725,430256.6049,3.169443155,17.70370677,NA,NA,NA,NA,15.31528043,0.192205262,28.07603591,1.99471e+11,31624696
DZA,12,Algeria,2003,NA,3.48e+11,4.13e+11,10843.16846,12885.57026,5.69e+12,NA,NA,NA,0,8.942462239,8.942462239,39.24567299,39.24567299,0.140198543,0.010831076,73482264191,108.1070972,5.69e+12,111.1739063,1.27e+11,6.5,1.45e+13,1817.107177,4.622660327,2292.317581,177413.8619,3960.661482,5.067457477,452059.6753,5.320243961,19.67863267,NA,NA,NA,NA,16.36180998,0.211406619,28.62477928,2.13234e+11,32055883
DZA,12,Algeria,2004,NA,3.73e+11,4.32e+11,11473.21364,13277.25279,6.62e+12,NA,NA,NA,0,11.44650379,11.44650379,43.73793044,43.73793044,0.108610418,0.014369281,91913680985,128.4401841,6.62e+12,122.9909468,1.33e+11,4.5,1.51e+13,2010.253481,3.907359982,2827.227165,203731.6858,4081.053662,3.039698804,465800.9279,3.632890962,22.12697333,NA,NA,NA,NA,17.7571596,0.246419813,28.98289517,2.24323e+11,32510186
DZA,12,Algeria,2005,NA,4.05e+11,4.55e+11,12302.95813,13804.62782,7.84e+12,NA,NA,NA,0,12.36159334,12.36159334,49.14463553,49.14463553,0.088754205,0.048868892,1.07e+11,147.112519,7.84e+12,143.2343446,1.4e+11,5.4,1.6e+13,2341.126298,4.628294295,3248.099814,238008.7624,4243.153896,3.972019168,484302.63,3.526457623,27.91411415,NA,NA,NA,NA,19.34565329,0.264009662,28.4193709,2.35763e+11,32956690
DZA,12,Algeria,2006,NA,4.3e+11,4.68e+11,12863.42786,14001.71705,8.94e+12,NA,NA,NA,0,10.78118375,10.78118375,54.44300899,54.44300899,0.096423067,0.072412261,1.23e+11,165.1284018,8.94e+12,159.3952058,1.44e+11,2.9,1.64e+13,2605.271166,4.488093548,3681.290988,267433.3365,4303.733578,1.427704106,491217.0386,0.461979494,29.53439355,NA,NA,NA,NA,20.79020766,0.286182737,28.16761298,2.40007e+11,33435080
DZA,12,Algeria,2007,NA,4.55e+11,4.83e+11,13401.5508,14202.67159,9.87e+12,NA,NA,NA,0,7.095515788,7.095515788,58.30602129,58.30602129,0.078688423,0.130378859,1.42e+11,185.8154343,9.87e+12,171.0805563,1.48e+11,3.1,1.69e+13,2796.265033,3.9242968,4192.663169,290519.6934,4365.501344,1.435213521,498267.0519,1.436615727,27.92670877,NA,NA,NA,NA,21.67806531,0.312849105,28.39391292,2.47447e+11,33983827
