iso3_alpha,iso_num,year,country,gdppc,pop
RUS,643,1928,Russia,20.43,
RUS,643,1929,Russia,20.57,
RUS,643,1930,Russia,21.47,
RUS,643,1931,Russia,21.57,
RUS,643,1932,Russia,21.14,
RUS,643,1933,Russia,22.36,
RUS,643,1934,Russia,24.87,
RUS,643,1935,Russia,28.35,
RUS,643,1936,Russia,30.22,
RUS,643,1937,Russia,32.78,
RUS,643,1938,Russia,32.77,
RUS,643,1939,Russia,32.94,
RUS,643,1940,Russia,31.99,
RUS,643,1941,Russia,29.16,
RUS,643,1942,Russia,22.93,
RUS,643,1943,Russia,25.76,
RUS,643,1944,Russia,30.74,
RUS,643,1945,Russia,28.95,
RUS,643,1946,Russia,28.95,
RUS,643,1947,Russia,32.16,
RUS,643,1948,Russia,36.35,
RUS,643,1949,Russia,39.76,
RUS,643,1950,Russia,42.9,
RUS,643,1951,Russia,42.51,
RUS,643,1952,Russia,44.45,
RUS,643,1953,Russia,45.51,
RUS,643,1954,Russia,46.91,
RUS,643,1955,Russia,50.15,
RUS,643,1956,Russia,53.89,
RUS,643,1957,Russia,54.16,
RUS,643,1958,Russia,57.28,
RUS,643,1959,Russia,58.98,
RUS,643,1960,Russia,59.83,
RUS,643,1961,Russia,62.14,
RUS,643,1962,Russia,62.72,
RUS,643,1963,Russia,60.33,
RUS,643,1964,Russia,67.38,
RUS,643,1965,Russia,70.2,
RUS,643,1966,Russia,72.79,
RUS,643,1967,Russia,75.23,
RUS,643,1968,Russia,78.94,
RUS,643,1969,Russia,79.43,
RUS,643,1970,Russia,84.85,
RUS,643,1971,Russia,86.37,
RUS,643,1972,Russia,86.08,
RUS,643,1973,Russia,92.56,
RUS,643,1974,Russia,94.3,
RUS,643,1975,Russia,93.62,
RUS,643,1976,Russia,97.36,
RUS,643,1977,Russia,98.84,
RUS,643,1978,Russia,100.46,
RUS,643,1979,Russia,99.1,
RUS,643,1980,Russia,98.29,
RUS,643,1981,Russia,98.36,
RUS,643,1982,Russia,99.99,
RUS,643,1983,Russia,102.24,
RUS,643,1984,Russia,102.72,
RUS,643,1985,Russia,102.63,
RUS,643,1986,Russia,104.07,
RUS,643,1987,Russia,104.58,
RUS,643,1988,Russia,109.2,
RUS,643,1989,Russia,109.41,
RUS,643,1990,Russia,104.79,
RUS,643,1991,Russia,93.5,
RUS,643,1992,Russia,79.88,
RUS,643,1993,Russia,73.04,
RUS,643,1994,Russia,63.94,
RUS,643,1995,Russia,61.37,
RUS,643,1996,Russia,59.32,
RUS,643,1997,Russia,60.33,
RUS,643,1998,Russia,57.29,
RUS,643,1999,Russia,61.2,
RUS,643,2000,Russia,67.32,
RUS,643,2001,Russia,70.92,
RUS,643,2002,Russia,74.62,
RUS,643,2003,Russia,80.49,
RUS,643,2004,Russia,86.69,
RUS,643,2005,Russia,92.69,
RUS,643,2006,Russia,100,
RUS,643,2007,Russia,108.4,
RUS,643,2008,Russia,114.6,
RUS,643,2009,Russia,106.03,
ZAF,710,1911,South Africa,32.88,
ZAF,710,1912,South Africa,32.98,
ZAF,710,1913,South Africa,30.58,
ZAF,710,1914,South Africa,28.87,
ZAF,710,1915,South Africa,26.63,
ZAF,710,1916,South Africa,26.54,
ZAF,710,1917,South Africa,25.42,
ZAF,710,1918,South Africa,25.7,
ZAF,710,1919,South Africa,28.93,
ZAF,710,1920,South Africa,22.02,
ZAF,710,1921,South Africa,24.67,
ZAF,710,1922,South Africa,25.97,
ZAF,710,1923,South Africa,28.38,
ZAF,710,1924,South Africa,29.83,
ZAF,710,1925,South Africa,30.4,
ZAF,710,1926,South Africa,31.24,
ZAF,710,1927,South Africa,31.68,
ZAF,710,1928,South Africa,32.55,
ZAF,710,1929,South Africa,32.32,
ZAF,710,1930,South Africa,31.6,
ZAF,710,1931,South Africa,29.52,
ZAF,710,1932,South Africa,28.7,
ZAF,710,1933,South Africa,32.62,
ZAF,710,1934,South Africa,34.46,
ZAF,710,1935,South Africa,40.24,
ZAF,710,1936,South Africa,43.57,
ZAF,710,1937,South Africa,43.34,
ZAF,710,1938,South Africa,44.08,
ZAF,710,1939,South Africa,46.36,
ZAF,710,1940,South Africa,46.94,
ZAF,710,1941,South Africa,48.65,
ZAF,710,1942,South Africa,47.94,
ZAF,710,1943,South Africa,47,
ZAF,710,1944,South Africa,47.44,
ZAF,710,1945,South Africa,49.38,
ZAF,710,1946,South Africa,51.52,
ZAF,710,1947,South Africa,51.43,
ZAF,710,1948,South Africa,54.04,
ZAF,710,1949,South Africa,54.11,
ZAF,710,1950,South Africa,51.94,
ZAF,710,1951,South Africa,53.24,
ZAF,710,1952,South Africa,53.65,
ZAF,710,1953,South Africa,54.81,
ZAF,710,1954,South Africa,57.51,
ZAF,710,1955,South Africa,59.03,
ZAF,710,1956,South Africa,60.97,
ZAF,710,1957,South Africa,62.3,
ZAF,710,1958,South Africa,62.56,
ZAF,710,1959,South Africa,63.92,
ZAF,710,1960,South Africa,62.96,
ZAF,710,1961,South Africa,63.38,
ZAF,710,1962,South Africa,65.49,
ZAF,710,1963,South Africa,68.63,
ZAF,710,1964,South Africa,72.43,
ZAF,710,1965,South Africa,75.22,
ZAF,710,1966,South Africa,76.9,
ZAF,710,1967,South Africa,80.77,
ZAF,710,1968,South Africa,82.38,
ZAF,710,1969,South Africa,84.48,
ZAF,710,1970,South Africa,87.06,
ZAF,710,1971,South Africa,88.76,
ZAF,710,1972,South Africa,88.17,
ZAF,710,1973,South Africa,90.18,
ZAF,710,1974,South Africa,93.66,
ZAF,710,1975,South Africa,93.16,
ZAF,710,1976,South Africa,93.22,
ZAF,710,1977,South Africa,91.15,
ZAF,710,1978,South Africa,91.96,
ZAF,710,1979,South Africa,93.4,
ZAF,710,1980,South Africa,97.38,
ZAF,710,1981,South Africa,100.2,
ZAF,710,1982,South Africa,97.28,
ZAF,710,1983,South Africa,92.95,
ZAF,710,1984,South Africa,95.25,
ZAF,710,1985,South Africa,91.59,
ZAF,710,1986,South Africa,89.23,
ZAF,710,1987,South Africa,88.85,
ZAF,710,1988,South Africa,90.43,
ZAF,710,1989,South Africa,90.56,
ZAF,710,1990,South Africa,88.41,
ZAF,710,1991,South Africa,85.66,
ZAF,710,1992,South Africa,82.03,
ZAF,710,1993,South Africa,81.29,
ZAF,710,1994,South Africa,82.16,
ZAF,710,1995,South Africa,82.93,
ZAF,710,1996,South Africa,84.63,
ZAF,710,1997,South Africa,84.91,
ZAF,710,1998,South Africa,83.33,
ZAF,710,1999,South Africa,83.26,
ZAF,710,2000,South Africa,84.63,
ZAF,710,2001,South Africa,85.38,
ZAF,710,2002,South Africa,87.54,
ZAF,710,2003,South Africa,89.28,
ZAF,710,2004,South Africa,92.58,
ZAF,710,2005,South Africa,96.24,
ZAF,710,2006,South Africa,100,
ZAF,710,2007,South Africa,104.09,
ZAF,710,2008,South Africa,105.43,
ZAF,710,2009,South Africa,102.22,
SGP,702,1900,Singapore,4.93,
SGP,702,1901,Singapore,5.43,
SGP,702,1902,Singapore,5.13,
SGP,702,1903,Singapore,4.41,
SGP,702,1904,Singapore,4.27,
SGP,702,1905,Singapore,4.72,
SGP,702,1906,Singapore,5.31,
SGP,702,1907,Singapore,4.84,
SGP,702,1908,Singapore,5.56,
SGP,702,1909,Singapore,5.62,
SGP,702,1910,Singapore,6.11,
SGP,702,1911,Singapore,5.47,
SGP,702,1912,Singapore,4.68,
SGP,702,1913,Singapore,4.05,
SGP,702,1914,Singapore,4.84,
SGP,702,1915,Singapore,4.94,
SGP,702,1916,Singapore,4.08,
SGP,702,1917,Singapore,5.65,
SGP,702,1918,Singapore,4.42,
SGP,702,1919,Singapore,5.02,
SGP,702,1920,Singapore,4.32,
SGP,702,1921,Singapore,4.88,
SGP,702,1922,Singapore,6.44,
SGP,702,1923,Singapore,6.6,
SGP,702,1924,Singapore,6.46,
SGP,702,1925,Singapore,7.27,
SGP,702,1926,Singapore,6,
SGP,702,1927,Singapore,4.44,
SGP,702,1928,Singapore,5.28,
SGP,702,1929,Singapore,7.43,
SGP,702,1930,Singapore,6.82,
SGP,702,1931,Singapore,5.02,
SGP,702,1932,Singapore,4.37,
SGP,702,1933,Singapore,6.18,
SGP,702,1934,Singapore,7.29,
SGP,702,1935,Singapore,8.21,
SGP,702,1936,Singapore,8.16,
SGP,702,1937,Singapore,8.86,
SGP,702,1938,Singapore,7.52,
SGP,702,1939,Singapore,8.74,
SGP,702,1950,Singapore,7.98,
SGP,702,1951,Singapore,7.53,
SGP,702,1952,Singapore,5.23,
SGP,702,1953,Singapore,6.24,
SGP,702,1954,Singapore,7.15,
SGP,702,1955,Singapore,6.58,
SGP,702,1956,Singapore,7.24,
SGP,702,1957,Singapore,6.42,
SGP,702,1958,Singapore,6.44,
SGP,702,1959,Singapore,7.24,
SGP,702,1960,Singapore,7.74,
SGP,702,1961,Singapore,8.55,
SGP,702,1962,Singapore,8.3,
SGP,702,1963,Singapore,8.83,
SGP,702,1964,Singapore,8.65,
SGP,702,1965,Singapore,9.45,
SGP,702,1966,Singapore,10.23,
SGP,702,1967,Singapore,11.25,
SGP,702,1968,Singapore,12.58,
SGP,702,1969,Singapore,14.09,
SGP,702,1970,Singapore,15.8,
SGP,702,1971,Singapore,17.41,
SGP,702,1972,Singapore,19.43,
SGP,702,1973,Singapore,21.22,
SGP,702,1974,Singapore,22.15,
SGP,702,1975,Singapore,22.52,
SGP,702,1976,Singapore,23.81,
SGP,702,1977,Singapore,25.33,
SGP,702,1978,Singapore,27.17,
SGP,702,1979,Singapore,29.39,
SGP,702,1980,Singapore,31.87,
SGP,702,1981,Singapore,33.4,
SGP,702,1982,Singapore,34.28,
SGP,702,1983,Singapore,36.76,
SGP,702,1984,Singapore,39.12,
SGP,702,1985,Singapore,38.5,
SGP,702,1986,Singapore,39.36,
SGP,702,1987,Singapore,42.62,
SGP,702,1988,Singapore,46.42,
SGP,702,1989,Singapore,49.68,
SGP,702,1990,Singapore,52.29,
SGP,702,1991,Singapore,54.19,
SGP,702,1992,Singapore,55.97,
SGP,702,1993,Singapore,61.1,
SGP,702,1994,Singapore,66.21,
SGP,702,1995,Singapore,69.58,
SGP,702,1996,Singapore,72.16,
SGP,702,1997,Singapore,75.74,
SGP,702,1998,Singapore,72.12,
SGP,702,1999,Singapore,76.79,
SGP,702,2000,Singapore,83.23,
SGP,702,2001,Singapore,78.89,
SGP,702,2002,Singapore,81.4,
SGP,702,2003,Singapore,83.66,
SGP,702,2004,Singapore,89.93,
SGP,702,2005,Singapore,93.73,
SGP,702,2006,Singapore,100,
SGP,702,2007,Singapore,103.37,
SGP,702,2008,Singapore,99.14,
SGP,702,2009,Singapore,96.11,
ESP,724,1850,Spain,7.05,
ESP,724,1851,Spain,7.11,
ESP,724,1852,Spain,7.42,
ESP,724,1853,Spain,7.41,
ESP,724,1854,Spain,7.45,
ESP,724,1855,Spain,7.69,
ESP,724,1856,Spain,7.44,
ESP,724,1857,Spain,7.35,
ESP,724,1858,Spain,7.46,
ESP,724,1859,Spain,7.8,
ESP,724,1860,Spain,8.04,
ESP,724,1861,Spain,8.13,
ESP,724,1862,Spain,8.15,
ESP,724,1863,Spain,8.3,
ESP,724,1864,Spain,8.27,
ESP,724,1865,Spain,8,
ESP,724,1866,Spain,8.37,
ESP,724,1867,Spain,8.31,
ESP,724,1868,Spain,7.39,
ESP,724,1869,Spain,7.59,
ESP,724,1870,Spain,7.76,
ESP,724,1871,Spain,8.34,
ESP,724,1872,Spain,9.45,
ESP,724,1873,Spain,10.25,
ESP,724,1874,Spain,9.53,
ESP,724,1875,Spain,9.74,
ESP,724,1876,Spain,9.95,
ESP,724,1877,Spain,10.91,
ESP,724,1878,Spain,10.58,
ESP,724,1879,Spain,9.97,
ESP,724,1880,Spain,10.79,
ESP,724,1881,Spain,10.99,
ESP,724,1882,Spain,11.07,
ESP,724,1883,Spain,11.22,
ESP,724,1884,Spain,11.19,
ESP,724,1885,Spain,10.86,
ESP,724,1886,Spain,10.57,
ESP,724,1887,Spain,10.38,
ESP,724,1888,Spain,10.71,
ESP,724,1889,Spain,10.71,
ESP,724,1890,Spain,10.7,
ESP,724,1891,Spain,10.88,
ESP,724,1892,Spain,11.62,
ESP,724,1893,Spain,11.28,
ESP,724,1894,Spain,11.32,
ESP,724,1895,Spain,11.16,
ESP,724,1896,Spain,10.24,
ESP,724,1897,Spain,10.65,
ESP,724,1898,Spain,11.42,
ESP,724,1899,Spain,11.64,
ESP,724,1900,Spain,11.83,
ESP,724,1901,Spain,12.56,
ESP,724,1902,Spain,12.09,
ESP,724,1903,Spain,12.06,
ESP,724,1904,Spain,11.91,
ESP,724,1905,Spain,11.71,
ESP,724,1906,Spain,12.24,
ESP,724,1907,Spain,12.5,
ESP,724,1908,Spain,12.88,
ESP,724,1909,Spain,13.02,
ESP,724,1910,Spain,12.55,
ESP,724,1911,Spain,13.29,
ESP,724,1912,Spain,13.07,
ESP,724,1913,Spain,13.6,
ESP,724,1914,Spain,13.24,
ESP,724,1915,Spain,13.23,
ESP,724,1916,Spain,13.72,
ESP,724,1917,Spain,13.44,
ESP,724,1918,Spain,13.2,
ESP,724,1919,Spain,13.26,
ESP,724,1920,Spain,14.19,
ESP,724,1921,Spain,14.53,
ESP,724,1922,Spain,15.02,
ESP,724,1923,Spain,15.13,
ESP,724,1924,Spain,15.51,
ESP,724,1925,Spain,16.26,
ESP,724,1926,Spain,16.06,
ESP,724,1927,Spain,17.28,
ESP,724,1928,Spain,17.27,
ESP,724,1929,Spain,18.23,
ESP,724,1930,Spain,17.34,
ESP,724,1931,Spain,16.7,
ESP,724,1932,Spain,16.99,
ESP,724,1933,Spain,16.48,
ESP,724,1934,Spain,16.92,
ESP,724,1935,Spain,17.13,
ESP,724,1936,Spain,13.1,
ESP,724,1937,Spain,11.91,
ESP,724,1938,Spain,11.77,
ESP,724,1939,Spain,12.57,
ESP,724,1940,Spain,13.6,
ESP,724,1941,Spain,13.55,
ESP,724,1942,Spain,14.26,
ESP,724,1943,Spain,14.81,
ESP,724,1944,Spain,15.3,
ESP,724,1945,Spain,14.02,
ESP,724,1946,Spain,14.5,
ESP,724,1947,Spain,14.67,
ESP,724,1948,Spain,14.6,
ESP,724,1949,Spain,14.48,
ESP,724,1950,Spain,14.66,
ESP,724,1951,Spain,15.9,
ESP,724,1952,Spain,17.12,
ESP,724,1953,Spain,16.97,
ESP,724,1954,Spain,18.03,
ESP,724,1955,Spain,18.48,
ESP,724,1956,Spain,19.84,
ESP,724,1957,Spain,20.32,
ESP,724,1958,Spain,21.42,
ESP,724,1959,Spain,21.14,
ESP,724,1960,Spain,21.31,
ESP,724,1961,Spain,23.87,
ESP,724,1962,Spain,26.19,
ESP,724,1963,Spain,28.72,
ESP,724,1964,Spain,30.17,
ESP,724,1965,Spain,32.18,
ESP,724,1966,Spain,34.22,
ESP,724,1967,Spain,35.64,
ESP,724,1968,Spain,37.34,
ESP,724,1969,Spain,40.63,
ESP,724,1970,Spain,41.99,
ESP,724,1971,Spain,43.74,
ESP,724,1972,Spain,46.97,
ESP,724,1973,Spain,50.14,
ESP,724,1974,Spain,52.47,
ESP,724,1975,Spain,52.2,
ESP,724,1976,Spain,53.31,
ESP,724,1977,Spain,54.18,
ESP,724,1978,Spain,54.36,
ESP,724,1979,Spain,53.9,
ESP,724,1980,Spain,54.2,
ESP,724,1981,Spain,53.59,
ESP,724,1982,Spain,54.14,
ESP,724,1983,Spain,55.09,
ESP,724,1984,Spain,55.67,
ESP,724,1985,Spain,56.93,
ESP,724,1986,Spain,58.59,
ESP,724,1987,Spain,61.76,
ESP,724,1988,Spain,64.81,
ESP,724,1989,Spain,67.76,
ESP,724,1990,Spain,70.17,
ESP,724,1991,Spain,71.58,
ESP,724,1992,Spain,71.83,
ESP,724,1993,Spain,70.77,
ESP,724,1994,Spain,72.18,
ESP,724,1995,Spain,73.97,
ESP,724,1996,Spain,75.58,
ESP,724,1997,Spain,78.31,
ESP,724,1998,Spain,81.53,
ESP,724,1999,Spain,84.98,
ESP,724,2000,Spain,88.55,
ESP,724,2001,Spain,90.78,
ESP,724,2002,Spain,91.91,
ESP,724,2003,Spain,93.22,
ESP,724,2004,Spain,94.74,
ESP,724,2005,Spain,96.6,
ESP,724,2006,Spain,100,
ESP,724,2007,Spain,101.9,
ESP,724,2008,Spain,101.55,
ESP,724,2009,Spain,96.67,
LKA,144,1870,Sri Lanka,16.41,
LKA,144,1871,Sri Lanka,15.93,
LKA,144,1872,Sri Lanka,15.11,
LKA,144,1873,Sri Lanka,15.18,
LKA,144,1874,Sri Lanka,14.91,
LKA,144,1875,Sri Lanka,15.03,
LKA,144,1876,Sri Lanka,15.19,
LKA,144,1877,Sri Lanka,15.27,
LKA,144,1878,Sri Lanka,13.81,
LKA,144,1879,Sri Lanka,14.81,
LKA,144,1880,Sri Lanka,16,
LKA,144,1881,Sri Lanka,17.09,
LKA,144,1882,Sri Lanka,18.03,
LKA,144,1883,Sri Lanka,18.15,
LKA,144,1884,Sri Lanka,17.43,
LKA,144,1885,Sri Lanka,16.22,
LKA,144,1886,Sri Lanka,15.6,
LKA,144,1887,Sri Lanka,18.22,
LKA,144,1888,Sri Lanka,17.75,
LKA,144,1889,Sri Lanka,17.37,
LKA,144,1890,Sri Lanka,20.16,
LKA,144,1891,Sri Lanka,20,
LKA,144,1892,Sri Lanka,20.3,
LKA,144,1893,Sri Lanka,20.31,
LKA,144,1894,Sri Lanka,20.12,
LKA,144,1895,Sri Lanka,20.94,
LKA,144,1896,Sri Lanka,21,
LKA,144,1897,Sri Lanka,21.72,
LKA,144,1898,Sri Lanka,22.56,
LKA,144,1899,Sri Lanka,23.85,
LKA,144,1900,Sri Lanka,24.96,
LKA,144,1901,Sri Lanka,23,
LKA,144,1902,Sri Lanka,22.68,
LKA,144,1903,Sri Lanka,23.66,
LKA,144,1904,Sri Lanka,23.46,
LKA,144,1905,Sri Lanka,22.74,
LKA,144,1906,Sri Lanka,22.96,
LKA,144,1907,Sri Lanka,23.79,
LKA,144,1908,Sri Lanka,23.56,
LKA,144,1909,Sri Lanka,22.22,
LKA,144,1910,Sri Lanka,23.3,
LKA,144,1911,Sri Lanka,22.36,
LKA,144,1912,Sri Lanka,22.29,
LKA,144,1913,Sri Lanka,23.8,
LKA,144,1914,Sri Lanka,23.32,
LKA,144,1915,Sri Lanka,21.89,
LKA,144,1916,Sri Lanka,22.59,
LKA,144,1917,Sri Lanka,23.47,
LKA,144,1918,Sri Lanka,21.32,
LKA,144,1919,Sri Lanka,22.47,
LKA,144,1920,Sri Lanka,21.02,
LKA,144,1921,Sri Lanka,20.38,
LKA,144,1922,Sri Lanka,20.91,
LKA,144,1923,Sri Lanka,20.5,
LKA,144,1924,Sri Lanka,21.7,
LKA,144,1925,Sri Lanka,22.86,
LKA,144,1926,Sri Lanka,24.4,
LKA,144,1927,Sri Lanka,24.3,
LKA,144,1928,Sri Lanka,24.21,
LKA,144,1929,Sri Lanka,25.71,
LKA,144,1930,Sri Lanka,24.35,
LKA,144,1931,Sri Lanka,23.14,
LKA,144,1932,Sri Lanka,21.94,
LKA,144,1933,Sri Lanka,22.12,
LKA,144,1934,Sri Lanka,24.24,
LKA,144,1935,Sri Lanka,22.78,
LKA,144,1936,Sri Lanka,22.6,
LKA,144,1937,Sri Lanka,23.99,
LKA,144,1938,Sri Lanka,23.58,
LKA,144,1939,Sri Lanka,22.82,
LKA,144,1940,Sri Lanka,24.07,
LKA,144,1941,Sri Lanka,24.57,
LKA,144,1942,Sri Lanka,25.46,
LKA,144,1943,Sri Lanka,24.71,
LKA,144,1944,Sri Lanka,22.15,
LKA,144,1945,Sri Lanka,21.39,
LKA,144,1946,Sri Lanka,20.09,
LKA,144,1947,Sri Lanka,20.55,
LKA,144,1948,Sri Lanka,22.24,
LKA,144,1949,Sri Lanka,23.02,
LKA,144,1950,Sri Lanka,24.07,
LKA,144,1951,Sri Lanka,24.86,
LKA,144,1952,Sri Lanka,25.27,
LKA,144,1953,Sri Lanka,25,
LKA,144,1954,Sri Lanka,24.96,
LKA,144,1955,Sri Lanka,25.77,
LKA,144,1956,Sri Lanka,25.29,
LKA,144,1957,Sri Lanka,25,
LKA,144,1958,Sri Lanka,25.09,
LKA,144,1959,Sri Lanka,24.78,
LKA,144,1960,Sri Lanka,25,
LKA,144,1961,Sri Lanka,25.42,
LKA,144,1962,Sri Lanka,25.77,
LKA,144,1963,Sri Lanka,25.8,
LKA,144,1964,Sri Lanka,26.19,
LKA,144,1965,Sri Lanka,26.23,
LKA,144,1966,Sri Lanka,26.92,
LKA,144,1967,Sri Lanka,28.46,
LKA,144,1968,Sri Lanka,29.41,
LKA,144,1969,Sri Lanka,30.99,
LKA,144,1970,Sri Lanka,31.58,
LKA,144,1971,Sri Lanka,31.75,
LKA,144,1972,Sri Lanka,30.98,
LKA,144,1973,Sri Lanka,32.62,
LKA,144,1974,Sri Lanka,33.39,
LKA,144,1975,Sri Lanka,34.9,
LKA,144,1976,Sri Lanka,35.5,
LKA,144,1977,Sri Lanka,36.72,
LKA,144,1978,Sri Lanka,38.15,
LKA,144,1979,Sri Lanka,43.41,
LKA,144,1980,Sri Lanka,40.65,
LKA,144,1981,Sri Lanka,42.24,
LKA,144,1982,Sri Lanka,43.46,
LKA,144,1983,Sri Lanka,44.92,
LKA,144,1984,Sri Lanka,46.67,
LKA,144,1985,Sri Lanka,48.29,
LKA,144,1986,Sri Lanka,49.52,
LKA,144,1987,Sri Lanka,49.62,
LKA,144,1988,Sri Lanka,50.17,
LKA,144,1989,Sri Lanka,50.64,
LKA,144,1990,Sri Lanka,53.3,
LKA,144,1991,Sri Lanka,54.97,
LKA,144,1992,Sri Lanka,56.88,
LKA,144,1993,Sri Lanka,60.09,
LKA,144,1994,Sri Lanka,62.62,
LKA,144,1995,Sri Lanka,65.2,
LKA,144,1996,Sri Lanka,66.96,
LKA,144,1997,Sri Lanka,70.41,
LKA,144,1998,Sri Lanka,72.93,
LKA,144,1999,Sri Lanka,75.02,
LKA,144,2000,Sri Lanka,78.28,
LKA,144,2001,Sri Lanka,79.6,
LKA,144,2002,Sri Lanka,81.59,
LKA,144,2003,Sri Lanka,85.45,
LKA,144,2004,Sri Lanka,89.17,
LKA,144,2005,Sri Lanka,93.8,
LKA,144,2006,Sri Lanka,100,
LKA,144,2007,Sri Lanka,106.14,
LKA,144,2008,Sri Lanka,111.63,
LKA,144,2009,Sri Lanka,114.65,
SWE,752,1800,Sweden,3.14,
SWE,752,1801,Sweden,2.92,
SWE,752,1802,Sweden,3.03,
SWE,752,1803,Sweden,2.94,
SWE,752,1804,Sweden,2.97,
SWE,752,1805,Sweden,3.06,
SWE,752,1806,Sweden,3.1,
SWE,752,1807,Sweden,2.96,
SWE,752,1808,Sweden,2.89,
SWE,752,1809,Sweden,2.94,
SWE,752,1810,Sweden,3.33,
SWE,752,1811,Sweden,3.45,
SWE,752,1812,Sweden,3.2,
SWE,752,1813,Sweden,2.97,
SWE,752,1814,Sweden,3.15,
SWE,752,1815,Sweden,3.28,
SWE,752,1816,Sweden,3.31,
SWE,752,1817,Sweden,3.18,
SWE,752,1818,Sweden,2.95,
SWE,752,1819,Sweden,2.9,
SWE,752,1820,Sweden,3.07,
SWE,752,1821,Sweden,3.23,
SWE,752,1822,Sweden,3.41,
SWE,752,1823,Sweden,3.42,
SWE,752,1824,Sweden,3.53,
SWE,752,1825,Sweden,3.42,
SWE,752,1826,Sweden,3.38,
SWE,752,1827,Sweden,3.11,
SWE,752,1828,Sweden,3.38,
SWE,752,1829,Sweden,3.51,
SWE,752,1830,Sweden,3.45,
SWE,752,1831,Sweden,3.41,
SWE,752,1832,Sweden,3.25,
SWE,752,1833,Sweden,3.53,
SWE,752,1834,Sweden,3.63,
SWE,752,1835,Sweden,3.61,
SWE,752,1836,Sweden,3.64,
SWE,752,1837,Sweden,3.58,
SWE,752,1838,Sweden,3.45,
SWE,752,1839,Sweden,3.54,
SWE,752,1840,Sweden,3.67,
SWE,752,1841,Sweden,3.65,
SWE,752,1842,Sweden,3.44,
SWE,752,1843,Sweden,3.58,
SWE,752,1844,Sweden,3.76,
SWE,752,1845,Sweden,3.87,
SWE,752,1846,Sweden,3.61,
SWE,752,1847,Sweden,3.68,
SWE,752,1848,Sweden,3.86,
SWE,752,1849,Sweden,4.09,
SWE,752,1850,Sweden,4.11,
SWE,752,1851,Sweden,4.03,
SWE,752,1852,Sweden,3.92,
SWE,752,1853,Sweden,3.97,
SWE,752,1854,Sweden,4.01,
SWE,752,1855,Sweden,4.24,
SWE,752,1856,Sweden,4.22,
SWE,752,1857,Sweden,4.34,
SWE,752,1858,Sweden,4.49,
SWE,752,1859,Sweden,4.77,
SWE,752,1860,Sweden,4.9,
SWE,752,1861,Sweden,4.85,
SWE,752,1862,Sweden,4.51,
SWE,752,1863,Sweden,4.82,
SWE,752,1864,Sweden,4.93,
SWE,752,1865,Sweden,5.07,
SWE,752,1866,Sweden,4.96,
SWE,752,1867,Sweden,5.06,
SWE,752,1868,Sweden,4.35,
SWE,752,1869,Sweden,4.86,
SWE,752,1870,Sweden,5.71,
SWE,752,1871,Sweden,5.88,
SWE,752,1872,Sweden,6.07,
SWE,752,1873,Sweden,6.24,
SWE,752,1874,Sweden,6.1,
SWE,752,1875,Sweden,6.19,
SWE,752,1876,Sweden,6.54,
SWE,752,1877,Sweden,6.42,
SWE,752,1878,Sweden,6.29,
SWE,752,1879,Sweden,6.68,
SWE,752,1880,Sweden,6.43,
SWE,752,1881,Sweden,6.57,
SWE,752,1882,Sweden,6.45,
SWE,752,1883,Sweden,6.9,
SWE,752,1884,Sweden,6.88,
SWE,752,1885,Sweden,7.03,
SWE,752,1886,Sweden,6.97,
SWE,752,1887,Sweden,6.84,
SWE,752,1888,Sweden,7.17,
SWE,752,1889,Sweden,7.04,
SWE,752,1890,Sweden,7.36,
SWE,752,1891,Sweden,7.22,
SWE,752,1892,Sweden,7.59,
SWE,752,1893,Sweden,7.91,
SWE,752,1894,Sweden,7.97,
SWE,752,1895,Sweden,8.24,
SWE,752,1896,Sweden,8.48,
SWE,752,1897,Sweden,8.83,
SWE,752,1898,Sweden,9.07,
SWE,752,1899,Sweden,9.48,
SWE,752,1900,Sweden,9.4,
SWE,752,1901,Sweden,9.52,
SWE,752,1902,Sweden,9.45,
SWE,752,1903,Sweden,9.92,
SWE,752,1904,Sweden,10.25,
SWE,752,1905,Sweden,10.2,
SWE,752,1906,Sweden,10.98,
SWE,752,1907,Sweden,11.65,
SWE,752,1908,Sweden,11.39,
SWE,752,1909,Sweden,11.32,
SWE,752,1910,Sweden,11.85,
SWE,752,1911,Sweden,12.19,
SWE,752,1912,Sweden,12.57,
SWE,752,1913,Sweden,13.28,
SWE,752,1914,Sweden,13.12,
SWE,752,1915,Sweden,13.41,
SWE,752,1916,Sweden,14.17,
SWE,752,1917,Sweden,12.37,
SWE,752,1918,Sweden,12.04,
SWE,752,1919,Sweden,12.16,
SWE,752,1920,Sweden,12.65,
SWE,752,1921,Sweden,11.29,
SWE,752,1922,Sweden,12.52,
SWE,752,1923,Sweden,12.87,
SWE,752,1924,Sweden,13.52,
SWE,752,1925,Sweden,13.49,
SWE,752,1926,Sweden,14.4,
SWE,752,1927,Sweden,14.82,
SWE,752,1928,Sweden,15.11,
SWE,752,1929,Sweden,16.22,
SWE,752,1930,Sweden,16.81,
SWE,752,1931,Sweden,16.61,
SWE,752,1932,Sweden,15.85,
SWE,752,1933,Sweden,16.37,
SWE,752,1934,Sweden,17.36,
SWE,752,1935,Sweden,18.43,
SWE,752,1936,Sweden,19.49,
SWE,752,1937,Sweden,19.93,
SWE,752,1938,Sweden,20.65,
SWE,752,1939,Sweden,22.48,
SWE,752,1940,Sweden,20.41,
