iso3_alpha,iso_num,year,country,gdppc,pop
NZL,554,1870,New Zealand,16.8,
NZL,554,1871,New Zealand,17.34,
NZL,554,1872,New Zealand,19.3,
NZL,554,1873,New Zealand,20.77,
NZL,554,1874,New Zealand,19.99,
NZL,554,1875,New Zealand,19.54,
NZL,554,1876,New Zealand,19.91,
NZL,554,1877,New Zealand,22.07,
NZL,554,1878,New Zealand,22.11,
NZL,554,1879,New Zealand,19.41,
NZL,554,1880,New Zealand,20.27,
NZL,554,1881,New Zealand,20.22,
NZL,554,1882,New Zealand,19.53,
NZL,554,1883,New Zealand,19.13,
NZL,554,1884,New Zealand,19.75,
NZL,554,1885,New Zealand,19.43,
NZL,554,1886,New Zealand,19.54,
NZL,554,1887,New Zealand,19.43,
NZL,554,1888,New Zealand,19.56,
NZL,554,1889,New Zealand,20.2,
NZL,554,1890,New Zealand,20.38,
NZL,554,1891,New Zealand,20.39,
NZL,554,1892,New Zealand,20.58,
NZL,554,1893,New Zealand,20.15,
NZL,554,1894,New Zealand,19.46,
NZL,554,1895,New Zealand,20.21,
NZL,554,1896,New Zealand,21.57,
NZL,554,1897,New Zealand,21.49,
NZL,554,1898,New Zealand,21.72,
NZL,554,1899,New Zealand,22.35,
NZL,554,1900,New Zealand,23.34,
NZL,554,1901,New Zealand,23.21,
NZL,554,1902,New Zealand,24.48,
NZL,554,1903,New Zealand,25.42,
NZL,554,1904,New Zealand,25.19,
NZL,554,1905,New Zealand,26.79,
NZL,554,1906,New Zealand,28.14,
NZL,554,1907,New Zealand,28.28,
NZL,554,1908,New Zealand,26.04,
NZL,554,1909,New Zealand,26.64,
NZL,554,1910,New Zealand,29.13,
NZL,554,1911,New Zealand,29.4,
NZL,554,1912,New Zealand,28.16,
NZL,554,1913,New Zealand,27.88,
NZL,554,1914,New Zealand,28.17,
NZL,554,1915,New Zealand,28.05,
NZL,554,1916,New Zealand,27.78,
NZL,554,1917,New Zealand,27.21,
NZL,554,1918,New Zealand,27.38,
NZL,554,1919,New Zealand,28.73,
NZL,554,1920,New Zealand,29.75,
NZL,554,1921,New Zealand,27.25,
NZL,554,1922,New Zealand,26.55,
NZL,554,1923,New Zealand,27.73,
NZL,554,1924,New Zealand,27.9,
NZL,554,1925,New Zealand,27.99,
NZL,554,1926,New Zealand,26.15,
NZL,554,1927,New Zealand,25.92,
NZL,554,1928,New Zealand,27.94,
NZL,554,1929,New Zealand,28.01,
NZL,554,1930,New Zealand,26.14,
NZL,554,1931,New Zealand,24.04,
NZL,554,1932,New Zealand,23.79,
NZL,554,1933,New Zealand,26.34,
NZL,554,1934,New Zealand,26.58,
NZL,554,1935,New Zealand,28.87,
NZL,554,1936,New Zealand,32.96,
NZL,554,1937,New Zealand,33.78,
NZL,554,1938,New Zealand,35.7,
NZL,554,1939,New Zealand,37.04,
NZL,554,1940,New Zealand,38.52,
NZL,554,1941,New Zealand,40.55,
NZL,554,1942,New Zealand,45.52,
NZL,554,1943,New Zealand,49.14,
NZL,554,1944,New Zealand,47.16,
NZL,554,1945,New Zealand,47.08,
NZL,554,1946,New Zealand,45.8,
NZL,554,1947,New Zealand,46.25,
NZL,554,1948,New Zealand,43.19,
NZL,554,1949,New Zealand,44.62,
NZL,554,1950,New Zealand,50.62,
NZL,554,1951,New Zealand,46.8,
NZL,554,1952,New Zealand,45.5,
NZL,554,1953,New Zealand,45.73,
NZL,554,1954,New Zealand,47.82,
NZL,554,1955,New Zealand,48.54,
NZL,554,1956,New Zealand,48.48,
NZL,554,1957,New Zealand,49.79,
NZL,554,1958,New Zealand,50.01,
NZL,554,1959,New Zealand,51.01,
NZL,554,1960,New Zealand,53.15,
NZL,554,1961,New Zealand,53.82,
NZL,554,1962,New Zealand,53.74,
NZL,554,1963,New Zealand,55.97,
NZL,554,1964,New Zealand,58.18,
NZL,554,1965,New Zealand,60.87,
NZL,554,1966,New Zealand,61.61,
NZL,554,1967,New Zealand,59.59,
NZL,554,1968,New Zealand,60.14,
NZL,554,1969,New Zealand,62.27,
NZL,554,1970,New Zealand,63.14,
NZL,554,1971,New Zealand,64.75,
NZL,554,1972,New Zealand,66.93,
NZL,554,1973,New Zealand,70.84,
NZL,554,1974,New Zealand,73.39,
NZL,554,1975,New Zealand,70.65,
NZL,554,1976,New Zealand,70.76,
NZL,554,1977,New Zealand,67.78,
NZL,554,1978,New Zealand,67.33,
NZL,554,1979,New Zealand,67.55,
NZL,554,1980,New Zealand,68.06,
NZL,554,1981,New Zealand,69.56,
NZL,554,1982,New Zealand,71.75,
NZL,554,1983,New Zealand,72.78,
NZL,554,1984,New Zealand,75.64,
NZL,554,1985,New Zealand,75.79,
NZL,554,1986,New Zealand,77.24,
NZL,554,1987,New Zealand,76.88,
NZL,554,1988,New Zealand,75.73,
NZL,554,1989,New Zealand,75.07,
NZL,554,1990,New Zealand,74.01,
NZL,554,1991,New Zealand,72.05,
NZL,554,1992,New Zealand,72.1,
NZL,554,1993,New Zealand,75.87,
NZL,554,1994,New Zealand,78.86,
NZL,554,1995,New Zealand,80.96,
NZL,554,1996,New Zealand,82.46,
NZL,554,1997,New Zealand,82.78,
NZL,554,1998,New Zealand,82.48,
NZL,554,1999,New Zealand,86.41,
NZL,554,2000,New Zealand,87.93,
NZL,554,2001,New Zealand,90.58,
NZL,554,2002,New Zealand,93.39,
NZL,554,2003,New Zealand,95.5,
NZL,554,2004,New Zealand,97.64,
NZL,554,2005,New Zealand,99.4,
NZL,554,2006,New Zealand,100,
NZL,554,2007,New Zealand,102.02,
NZL,554,2008,New Zealand,99.94,
NZL,554,2009,New Zealand,97.29,
NOR,578,1830,Norway,2.91,
NOR,578,1831,Norway,2.67,
NOR,578,1832,Norway,2.71,
NOR,578,1833,Norway,3.01,
NOR,578,1834,Norway,3.14,
NOR,578,1835,Norway,3.07,
NOR,578,1836,Norway,2.98,
NOR,578,1837,Norway,2.98,
NOR,578,1838,Norway,2.99,
NOR,578,1839,Norway,2.99,
NOR,578,1840,Norway,3.26,
NOR,578,1841,Norway,3.31,
NOR,578,1842,Norway,3.33,
NOR,578,1843,Norway,3.25,
NOR,578,1844,Norway,3.31,
NOR,578,1845,Norway,3.45,
NOR,578,1846,Norway,3.51,
NOR,578,1847,Norway,3.37,
NOR,578,1848,Norway,3.18,
NOR,578,1849,Norway,3.26,
NOR,578,1850,Norway,3.33,
NOR,578,1851,Norway,3.54,
NOR,578,1852,Norway,3.5,
NOR,578,1853,Norway,3.66,
NOR,578,1854,Norway,3.75,
NOR,578,1855,Norway,3.94,
NOR,578,1856,Norway,3.86,
NOR,578,1857,Norway,3.64,
NOR,578,1858,Norway,3.77,
NOR,578,1859,Norway,3.84,
NOR,578,1860,Norway,3.97,
NOR,578,1861,Norway,3.86,
NOR,578,1862,Norway,4.19,
NOR,578,1863,Norway,4.19,
NOR,578,1864,Norway,4.34,
NOR,578,1865,Norway,4.52,
NOR,578,1866,Norway,4.56,
NOR,578,1867,Norway,4.65,
NOR,578,1868,Norway,4.62,
NOR,578,1869,Norway,4.78,
NOR,578,1870,Norway,4.75,
NOR,578,1871,Norway,4.81,
NOR,578,1872,Norway,5.1,
NOR,578,1873,Norway,5.18,
NOR,578,1874,Norway,5.33,
NOR,578,1875,Norway,5.42,
NOR,578,1876,Norway,5.51,
NOR,578,1877,Norway,5.48,
NOR,578,1878,Norway,5.22,
NOR,578,1879,Norway,5.19,
NOR,578,1880,Norway,5.31,
NOR,578,1881,Norway,5.35,
NOR,578,1882,Norway,5.35,
NOR,578,1883,Norway,5.33,
NOR,578,1884,Norway,5.4,
NOR,578,1885,Norway,5.41,
NOR,578,1886,Norway,5.4,
NOR,578,1887,Norway,5.44,
NOR,578,1888,Norway,5.67,
NOR,578,1889,Norway,5.87,
NOR,578,1890,Norway,5.99,
NOR,578,1891,Norway,6,
NOR,578,1892,Norway,6.07,
NOR,578,1893,Norway,6.2,
NOR,578,1894,Norway,6.18,
NOR,578,1895,Norway,6.18,
NOR,578,1896,Norway,6.27,
NOR,578,1897,Norway,6.51,
NOR,578,1898,Norway,6.47,
NOR,578,1899,Norway,6.58,
NOR,578,1900,Norway,6.58,
NOR,578,1901,Norway,6.67,
NOR,578,1902,Norway,6.71,
NOR,578,1903,Norway,6.64,
NOR,578,1904,Norway,6.62,
NOR,578,1905,Norway,6.64,
NOR,578,1906,Norway,6.88,
NOR,578,1907,Norway,7.15,
NOR,578,1908,Norway,7.33,
NOR,578,1909,Norway,7.42,
NOR,578,1910,Norway,7.67,
NOR,578,1911,Norway,7.92,
NOR,578,1912,Norway,8.23,
NOR,578,1913,Norway,8.6,
NOR,578,1914,Norway,8.69,
NOR,578,1915,Norway,8.98,
NOR,578,1916,Norway,9.24,
NOR,578,1917,Norway,8.29,
NOR,578,1918,Norway,7.87,
NOR,578,1919,Norway,9.15,
NOR,578,1920,Norway,9.63,
NOR,578,1921,Norway,8.58,
NOR,578,1922,Norway,9.41,
NOR,578,1923,Norway,9.6,
NOR,578,1924,Norway,9.54,
NOR,578,1925,Norway,10.07,
NOR,578,1926,Norway,10.16,
NOR,578,1927,Norway,10.5,
NOR,578,1928,Norway,10.93,
NOR,578,1929,Norway,11.92,
NOR,578,1930,Norway,12.76,
NOR,578,1931,Norway,11.69,
NOR,578,1932,Norway,12.2,
NOR,578,1933,Norway,12.43,
NOR,578,1934,Norway,12.8,
NOR,578,1935,Norway,13.37,
NOR,578,1936,Norway,14.21,
NOR,578,1937,Norway,14.77,
NOR,578,1938,Norway,15.01,
NOR,578,1939,Norway,15.64,
NOR,578,1940,Norway,14.22,
NOR,578,1941,Norway,14.48,
NOR,578,1942,Norway,13.83,
NOR,578,1943,Norway,13.44,
NOR,578,1944,Norway,12.62,
NOR,578,1945,Norway,14.01,
NOR,578,1946,Norway,15.28,
NOR,578,1947,Norway,17.17,
NOR,578,1948,Norway,18.16,
NOR,578,1949,Norway,18.46,
NOR,578,1950,Norway,19.18,
NOR,578,1951,Norway,20.04,
NOR,578,1952,Norway,20.55,
NOR,578,1953,Norway,21.17,
NOR,578,1954,Norway,22.02,
NOR,578,1955,Norway,22.29,
NOR,578,1956,Norway,23.27,
NOR,578,1957,Norway,23.76,
NOR,578,1958,Norway,23.55,
NOR,578,1959,Norway,24.34,
NOR,578,1960,Norway,25.52,
NOR,578,1961,Norway,26.91,
NOR,578,1962,Norway,27.45,
NOR,578,1963,Norway,28.29,
NOR,578,1964,Norway,29.49,
NOR,578,1965,Norway,30.82,
NOR,578,1966,Norway,31.74,
NOR,578,1967,Norway,33.46,
NOR,578,1968,Norway,33.93,
NOR,578,1969,Norway,35.18,
NOR,578,1970,Norway,35.62,
NOR,578,1971,Norway,37.37,
NOR,578,1972,Norway,39.06,
NOR,578,1973,Norway,40.55,
NOR,578,1974,Norway,41.83,
NOR,578,1975,Norway,43.69,
NOR,578,1976,Norway,46.02,
NOR,578,1977,Norway,47.71,
NOR,578,1978,Norway,49.39,
NOR,578,1979,Norway,51.4,
NOR,578,1980,Norway,53.55,
NOR,578,1981,Norway,54.16,
NOR,578,1982,Norway,54.02,
NOR,578,1983,Norway,55.95,
NOR,578,1984,Norway,59.09,
NOR,578,1985,Norway,62.1,
NOR,578,1986,Norway,64.37,
NOR,578,1987,Norway,65.22,
NOR,578,1988,Norway,64.74,
NOR,578,1989,Norway,65.12,
NOR,578,1990,Norway,66.13,
NOR,578,1991,Norway,67.87,
NOR,578,1992,Norway,69.85,
NOR,578,1993,Norway,71.39,
NOR,578,1994,Norway,74.62,
NOR,578,1995,Norway,77.37,
NOR,578,1996,Norway,80.92,
NOR,578,1997,Norway,84.85,
NOR,578,1998,Norway,86.63,
NOR,578,1999,Norway,87.77,
NOR,578,2000,Norway,90.09,
NOR,578,2001,Norway,91.44,
NOR,578,2002,Norway,92.32,
NOR,578,2003,Norway,92.7,
NOR,578,2004,Norway,95.76,
NOR,578,2005,Norway,97.69,
NOR,578,2006,Norway,100,
NOR,578,2007,Norway,102.07,
NOR,578,2008,Norway,102.96,
NOR,578,2009,Norway,100.22,
PER,604,1896,Peru,11.85,
PER,604,1897,Peru,12.8,
PER,604,1898,Peru,13.47,
PER,604,1899,Peru,14.04,
PER,604,1900,Peru,14.62,
PER,604,1901,Peru,15.5,
PER,604,1902,Peru,16.16,
PER,604,1903,Peru,17.05,
PER,604,1904,Peru,17.4,
PER,604,1905,Peru,18.46,
PER,604,1906,Peru,19.69,
PER,604,1907,Peru,20.69,
PER,604,1908,Peru,20.82,
PER,604,1909,Peru,20.9,
PER,604,1910,Peru,21,
PER,604,1911,Peru,21.19,
PER,604,1912,Peru,21.67,
PER,604,1913,Peru,22.12,
PER,604,1914,Peru,21.7,
PER,604,1915,Peru,23.3,
PER,604,1916,Peru,25.42,
PER,604,1917,Peru,26.03,
PER,604,1918,Peru,25.86,
PER,604,1919,Peru,26.4,
PER,604,1920,Peru,26.32,
PER,604,1921,Peru,27,
PER,604,1922,Peru,28.9,
PER,604,1923,Peru,30.44,
PER,604,1924,Peru,32.83,
PER,604,1925,Peru,33.18,
PER,604,1926,Peru,36.03,
PER,604,1927,Peru,36.1,
PER,604,1928,Peru,37.87,
PER,604,1929,Peru,41.22,
PER,604,1930,Peru,35.86,
PER,604,1931,Peru,32.37,
PER,604,1932,Peru,30.61,
PER,604,1933,Peru,33.55,
PER,604,1934,Peru,37.55,
PER,604,1935,Peru,40.45,
PER,604,1936,Peru,41.74,
PER,604,1937,Peru,41.62,
PER,604,1938,Peru,41.59,
PER,604,1939,Peru,41.15,
PER,604,1940,Peru,41.28,
PER,604,1941,Peru,40.62,
PER,604,1942,Peru,38.99,
PER,604,1943,Peru,38.94,
PER,604,1944,Peru,41.61,
PER,604,1945,Peru,42.45,
PER,604,1946,Peru,43.35,
PER,604,1947,Peru,43.83,
PER,604,1948,Peru,44.53,
PER,604,1949,Peru,47.12,
PER,604,1950,Peru,50.01,
PER,604,1951,Peru,53.44,
PER,604,1952,Peru,54.85,
PER,604,1953,Peru,56.13,
PER,604,1954,Peru,58.09,
PER,604,1955,Peru,59.92,
PER,604,1956,Peru,60.91,
PER,604,1957,Peru,63.36,
PER,604,1958,Peru,61.17,
PER,604,1959,Peru,60.42,
PER,604,1960,Peru,64.12,
PER,604,1961,Peru,67.66,
PER,604,1962,Peru,71.93,
PER,604,1963,Peru,73.72,
PER,604,1964,Peru,76.12,
PER,604,1965,Peru,78.97,
PER,604,1966,Peru,83.13,
PER,604,1967,Peru,84.44,
PER,604,1968,Peru,82.37,
PER,604,1969,Peru,83.23,
PER,604,1970,Peru,86.03,
PER,604,1971,Peru,87.46,
PER,604,1972,Peru,87.97,
PER,604,1973,Peru,91.17,
PER,604,1974,Peru,96.63,
PER,604,1975,Peru,98.21,
PER,604,1976,Peru,96.68,
PER,604,1977,Peru,94.69,
PER,604,1978,Peru,88.6,
PER,604,1979,Peru,88.01,
PER,604,1980,Peru,92.42,
PER,604,1981,Peru,95.01,
PER,604,1982,Peru,92.72,
PER,604,1983,Peru,82.06,
PER,604,1984,Peru,83.36,
PER,604,1985,Peru,83.24,
PER,604,1986,Peru,91.5,
PER,604,1987,Peru,96.63,
PER,604,1988,Peru,85.47,
PER,604,1989,Peru,72.18,
PER,604,1990,Peru,66.97,
PER,604,1991,Peru,66.96,
PER,604,1992,Peru,65.26,
PER,604,1993,Peru,67,
PER,604,1994,Peru,74.2,
PER,604,1995,Peru,79.1,
PER,604,1996,Peru,79.57,
PER,604,1997,Peru,83.58,
PER,604,1998,Peru,81.59,
PER,604,1999,Peru,81.01,
PER,604,2000,Peru,82.14,
PER,604,2001,Peru,81.07,
PER,604,2002,Peru,84.04,
PER,604,2003,Peru,86.09,
PER,604,2004,Peru,89.36,
PER,604,2005,Peru,93.89,
PER,604,2006,Peru,100,
PER,604,2007,Peru,107.6,
PER,604,2008,Peru,116.76,
PER,604,2009,Peru,115.97,
PHL,608,1902,Philippines,17.95,
PHL,608,1903,Philippines,21.5,
PHL,608,1904,Philippines,18.11,
PHL,608,1905,Philippines,18.92,
PHL,608,1906,Philippines,19.29,
PHL,608,1907,Philippines,19.96,
PHL,608,1908,Philippines,20.72,
PHL,608,1909,Philippines,20.71,
PHL,608,1910,Philippines,23.42,
PHL,608,1911,Philippines,24.47,
PHL,608,1912,Philippines,24.44,
PHL,608,1913,Philippines,26.53,
PHL,608,1914,Philippines,25.54,
PHL,608,1915,Philippines,23.44,
PHL,608,1916,Philippines,26.93,
PHL,608,1917,Philippines,30.9,
PHL,608,1918,Philippines,34.68,
PHL,608,1919,Philippines,32.67,
PHL,608,1920,Philippines,34.77,
PHL,608,1921,Philippines,33.3,
PHL,608,1922,Philippines,36.64,
PHL,608,1923,Philippines,33.69,
PHL,608,1924,Philippines,36.12,
PHL,608,1925,Philippines,35.71,
PHL,608,1926,Philippines,36.82,
PHL,608,1927,Philippines,36.88,
PHL,608,1928,Philippines,37.59,
PHL,608,1929,Philippines,38.17,
PHL,608,1930,Philippines,37.31,
PHL,608,1931,Philippines,36.72,
PHL,608,1932,Philippines,37.47,
PHL,608,1933,Philippines,36.94,
PHL,608,1934,Philippines,36.39,
PHL,608,1935,Philippines,33.05,
PHL,608,1936,Philippines,36.8,
PHL,608,1937,Philippines,38.57,
PHL,608,1938,Philippines,38.92,
PHL,608,1939,Philippines,40.8,
PHL,608,1940,Philippines,40.76,
PHL,608,1946,Philippines,18.18,
PHL,608,1947,Philippines,25.71,
PHL,608,1948,Philippines,32.56,
PHL,608,1949,Philippines,32.1,
PHL,608,1950,Philippines,36.89,
PHL,608,1951,Philippines,39.74,
PHL,608,1952,Philippines,40.99,
PHL,608,1953,Philippines,43.41,
PHL,608,1954,Philippines,45.35,
PHL,608,1955,Philippines,47.12,
PHL,608,1956,Philippines,48.99,
PHL,608,1957,Philippines,50.14,
PHL,608,1958,Philippines,50.35,
PHL,608,1959,Philippines,52.25,
PHL,608,1960,Philippines,51.37,
PHL,608,1961,Philippines,52.66,
PHL,608,1962,Philippines,53.54,
PHL,608,1963,Philippines,55.65,
PHL,608,1964,Philippines,55.82,
PHL,608,1965,Philippines,57,
PHL,608,1966,Philippines,57.75,
PHL,608,1967,Philippines,59.05,
PHL,608,1968,Philippines,60.19,
PHL,608,1969,Philippines,61.2,
PHL,608,1970,Philippines,61.72,
PHL,608,1971,Philippines,63.29,
PHL,608,1972,Philippines,64.93,
PHL,608,1973,Philippines,68.9,
PHL,608,1974,Philippines,69.44,
PHL,608,1975,Philippines,71.42,
PHL,608,1976,Philippines,75.71,
PHL,608,1977,Philippines,77.83,
PHL,608,1978,Philippines,79.66,
PHL,608,1979,Philippines,81.9,
PHL,608,1980,Philippines,83.79,
PHL,608,1981,Philippines,84.6,
PHL,608,1982,Philippines,85.62,
PHL,608,1983,Philippines,85.23,
PHL,608,1984,Philippines,77.02,
PHL,608,1985,Philippines,69.57,
PHL,608,1986,Philippines,70.29,
PHL,608,1987,Philippines,71.68,
PHL,608,1988,Philippines,74.89,
PHL,608,1989,Philippines,77.79,
PHL,608,1990,Philippines,78.29,
PHL,608,1991,Philippines,76.05,
PHL,608,1992,Philippines,74.69,
PHL,608,1993,Philippines,74.69,
PHL,608,1994,Philippines,76.33,
PHL,608,1995,Philippines,78.16,
PHL,608,1996,Philippines,80.91,
PHL,608,1997,Philippines,83.31,
PHL,608,1998,Philippines,81.09,
PHL,608,1999,Philippines,82.2,
PHL,608,2000,Philippines,85.41,
PHL,608,2001,Philippines,85.17,
PHL,608,2002,Philippines,87.25,
PHL,608,2003,Philippines,89.85,
PHL,608,2004,Philippines,93.68,
PHL,608,2005,Philippines,96.59,
PHL,608,2006,Philippines,100,
PHL,608,2007,Philippines,105.12,
PHL,608,2008,Philippines,107.19,
PHL,608,2009,Philippines,103.91,
PRT,620,1850,Portugal,6.55,
PRT,620,1851,Portugal,7.03,
PRT,620,1855,Portugal,6.51,
PRT,620,1861,Portugal,6.26,
PRT,620,1865,Portugal,6.32,
PRT,620,1866,Portugal,6.52,
PRT,620,1867,Portugal,6.67,
PRT,620,1868,Portugal,6.7,
PRT,620,1869,Portugal,6.84,
PRT,620,1870,Portugal,6.92,
PRT,620,1871,Portugal,6.62,
PRT,620,1872,Portugal,6.77,
PRT,620,1873,Portugal,7.01,
PRT,620,1874,Portugal,6.85,
PRT,620,1875,Portugal,6.8,
PRT,620,1876,Portugal,6.61,
PRT,620,1877,Portugal,6.87,
PRT,620,1878,Portugal,6.84,
PRT,620,1879,Portugal,6.8,
PRT,620,1880,Portugal,6.72,
PRT,620,1881,Portugal,6.88,
PRT,620,1882,Portugal,7.04,
PRT,620,1883,Portugal,7.15,
PRT,620,1884,Portugal,7.34,
PRT,620,1885,Portugal,7.46,
PRT,620,1886,Portugal,7.81,
PRT,620,1887,Portugal,7.91,
PRT,620,1888,Portugal,7.94,
PRT,620,1889,Portugal,7.73,
PRT,620,1890,Portugal,8.01,
PRT,620,1891,Portugal,7.81,
PRT,620,1892,Portugal,7.72,
PRT,620,1893,Portugal,7.82,
PRT,620,1894,Portugal,7.66,
PRT,620,1895,Portugal,7.93,
PRT,620,1896,Portugal,7.99,
PRT,620,1897,Portugal,8.39,
PRT,620,1898,Portugal,8.63,
PRT,620,1899,Portugal,8.87,
PRT,620,1900,Portugal,9.26,
PRT,620,1901,Portugal,9.02,
PRT,620,1902,Portugal,9,
PRT,620,1903,Portugal,9.05,
PRT,620,1904,Portugal,9.09,
PRT,620,1905,Portugal,8.76,
PRT,620,1906,Portugal,8.74,
PRT,620,1907,Portugal,8.88,
PRT,620,1908,Portugal,8.66,
PRT,620,1909,Portugal,8.58,
PRT,620,1910,Portugal,8.72,
PRT,620,1911,Portugal,8.82,
PRT,620,1912,Portugal,8.93,
PRT,620,1913,Portugal,8.89,
PRT,620,1914,Portugal,8.94,
PRT,620,1915,Portugal,8.72,
PRT,620,1916,Portugal,8.77,
PRT,620,1917,Portugal,8.62,
PRT,620,1918,Portugal,8.17,
PRT,620,1919,Portugal,8.34,
PRT,620,1920,Portugal,8.73,
PRT,620,1921,Portugal,9.17,
PRT,620,1922,Portugal,10.18,
PRT,620,1923,Portugal,10.49,
PRT,620,1924,Portugal,9.97,
PRT,620,1925,Portugal,10.29,
PRT,620,1926,Portugal,10.1,
PRT,620,1927,Portugal,11.74,
PRT,620,1928,Portugal,10.47,
PRT,620,1929,Portugal,11.47,
PRT,620,1930,Portugal,11.19,
PRT,620,1931,Portugal,11.62,
PRT,620,1932,Portugal,11.71,
PRT,620,1933,Portugal,12.35,
PRT,620,1934,Portugal,12.73,
PRT,620,1935,Portugal,11.89,
PRT,620,1936,Portugal,10.84,
PRT,620,1937,Portugal,12.53,
PRT,620,1938,Portugal,12.46,
PRT,620,1939,Portugal,12.47,
PRT,620,1940,Portugal,11.51,
PRT,620,1941,Portugal,12.45,
PRT,620,1942,Portugal,12.18,
PRT,620,1943,Portugal,12.88,
PRT,620,1944,Portugal,13.5,
PRT,620,1945,Portugal,12.86,
PRT,620,1946,Portugal,13.76,
PRT,620,1947,Portugal,14.78,
PRT,620,1948,Portugal,14.61,
PRT,620,1949,Portugal,14.68,
PRT,620,1950,Portugal,14.9,
PRT,620,1951,Portugal,15.48,
PRT,620,1952,Portugal,15.44,
PRT,620,1953,Portugal,16.42,
PRT,620,1954,Portugal,17.1,
PRT,620,1955,Portugal,17.69,
PRT,620,1956,Portugal,18.33,
PRT,620,1957,Portugal,19.02,
PRT,620,1958,Portugal,19.11,
PRT,620,1959,Portugal,19.99,
PRT,620,1960,Portugal,21.16,
PRT,620,1961,Portugal,22.34,
PRT,620,1962,Portugal,23.61,
PRT,620,1963,Portugal,24.84,
PRT,620,1964,Portugal,26.3,
PRT,620,1965,Portugal,28.24,
PRT,620,1966,Portugal,29.45,
PRT,620,1967,Portugal,31.7,
PRT,620,1968,Portugal,34.47,
PRT,620,1969,Portugal,35.27,
PRT,620,1970,Portugal,38.68,
PRT,620,1971,Portugal,42.96,
PRT,620,1972,Portugal,46.47,
PRT,620,1973,Portugal,51.66,
PRT,620,1974,Portugal,51.53,
PRT,620,1975,Portugal,47.3,
PRT,620,1976,Portugal,49.2,
PRT,620,1977,Portugal,51.43,
PRT,620,1978,Portugal,52.31,
PRT,620,1979,Portugal,54.7,
PRT,620,1980,Portugal,56.62,
PRT,620,1981,Portugal,57.04,
PRT,620,1982,Portugal,57.91,
PRT,620,1983,Portugal,57.56,
PRT,620,1984,Portugal,56.27,
PRT,620,1985,Portugal,57.73,
PRT,620,1986,Portugal,60.12,
PRT,620,1987,Portugal,64.06,
PRT,620,1988,Portugal,69.02,
PRT,620,1989,Portugal,73.68,
PRT,620,1990,Portugal,76.9,
PRT,620,1991,Portugal,79.95,
PRT,620,1992,Portugal,80.6,
PRT,620,1993,Portugal,78.86,
PRT,620,1994,Portugal,79.44,
PRT,620,1995,Portugal,82.61,
PRT,620,1996,Portugal,85.37,
PRT,620,1997,Portugal,88.66,
PRT,620,1998,Portugal,92.53,
PRT,620,1999,Portugal,95.76,
PRT,620,2000,Portugal,99.03,
PRT,620,2001,Portugal,100.38,
PRT,620,2002,Portugal,100.41,
PRT,620,2003,Portugal,98.58,
PRT,620,2004,Portugal,99.17,
PRT,620,2005,Portugal,99.09,
PRT,620,2006,Portugal,100,
PRT,620,2007,Portugal,101.64,
PRT,620,2008,Portugal,101.46,
PRT,620,2009,Portugal,98.5,
RUS,643,1860,Russia,7.5,
RUS,643,1861,Russia,7.03,
RUS,643,1862,Russia,7.08,
RUS,643,1863,Russia,7.52,
RUS,643,1864,Russia,7.9,
RUS,643,1865,Russia,7.67,
RUS,643,1866,Russia,8.81,
RUS,643,1867,Russia,8.9,
RUS,643,1868,Russia,9.79,
RUS,643,1869,Russia,9.96,
RUS,643,1870,Russia,11.44,
RUS,643,1871,Russia,11.09,
RUS,643,1872,Russia,10.98,
RUS,643,1873,Russia,11.02,
RUS,643,1874,Russia,12.17,
RUS,643,1875,Russia,11.06,
RUS,643,1876,Russia,11.28,
RUS,643,1877,Russia,12.34,
RUS,643,1878,Russia,13.11,
RUS,643,1879,Russia,12.3,
RUS,643,1880,Russia,11.39,
RUS,643,1881,Russia,12.8,
RUS,643,1882,Russia,12.95,
RUS,643,1883,Russia,12.51,
RUS,643,1884,Russia,12.64,
RUS,643,1885,Russia,11.85,
RUS,643,1886,Russia,11.39,
RUS,643,1887,Russia,13.32,
RUS,643,1888,Russia,12.81,
RUS,643,1889,Russia,11.91,
RUS,643,1890,Russia,11.88,
RUS,643,1891,Russia,10.88,
RUS,643,1892,Russia,11.9,
RUS,643,1893,Russia,13.49,
RUS,643,1894,Russia,15.33,
RUS,643,1895,Russia,14.19,
RUS,643,1896,Russia,15.63,
RUS,643,1897,Russia,15.36,
RUS,643,1898,Russia,15.78,
RUS,643,1899,Russia,16.74,
RUS,643,1900,Russia,16.38,
RUS,643,1901,Russia,16.79,
RUS,643,1902,Russia,18.25,
RUS,643,1903,Russia,16.98,
RUS,643,1904,Russia,18.78,
RUS,643,1905,Russia,16.63,
RUS,643,1906,Russia,15.88,
RUS,643,1907,Russia,15.27,
RUS,643,1908,Russia,16.51,
RUS,643,1909,Russia,17.31,
RUS,643,1910,Russia,18.47,
RUS,643,1911,Russia,17.07,
RUS,643,1912,Russia,18.44,
RUS,643,1913,Russia,19.37,
RUS,643,1914,Russia,17.92,
RUS,643,1915,Russia,17.76,
RUS,643,1916,Russia,14.87,
RUS,643,1917,Russia,12.62,
RUS,643,1918,Russia,8.68,
RUS,643,1919,Russia,7.88,
RUS,643,1920,Russia,7.33,
RUS,643,1921,Russia,7.29,
RUS,643,1922,Russia,9.3,
RUS,643,1923,Russia,11.69,
RUS,643,1924,Russia,12.72,
RUS,643,1925,Russia,16.32,
RUS,643,1926,Russia,18.39,
RUS,643,1927,Russia,19.22,
